disaster_id,disaster_location_id,geoname_id,precision_code,place_name,latitude,longitude,location_type_code,geoname_adm_code,geoname_adm_name,location_class,geographic_exactness,year,event_name,location,disaster_group,disaster_subgroup,disaster_type,disaster_subtype,disaster_subsubtype,associated_disaster,associated_disaster2,country_name,country_iso3,start_isodate,end_isodate,no_killed,no_injured,no_affected,no_homeless,total_affected,total_dam_usd,even_split_dam_usd
1998-296,1998-296_7521301,7521301,4,Ilocos,16.97917,120.52083,ADM1,6295630|6255147|PH|01,Earth|Asia|Philippines|Ilocos,1,1,1998,Vicky and Todd (Emang and Gading),"North and Central Luzon Isl., cordillera Autonomous Region, central Visayas Isl., National Capital Region",Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,1998-9-18,1998-9-18 ,118,22,1749414,0,1749436,159411209.72,26568534.9533
1998-296,1998-296_7521305,7521305,4,Central Luzon,15.30714,120.79762,ADM1,6295630|6255147|PH|03,Earth|Asia|Philippines|Central Luzon,1,1,1998,Vicky and Todd (Emang and Gading),"North and Central Luzon Isl., cordillera Autonomous Region, central Visayas Isl., National Capital Region",Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,1998-9-18,1998-9-18 ,118,22,1749414,0,1749436,159411209.72,26568534.9533
1998-296,1998-296_7521311,7521311,4,National Capital Region,14.57775,121.04599,ADM1,6295630|6255147|PH|NCR,Earth|Asia|Philippines|National Capital Region,1,1,1998,Vicky and Todd (Emang and Gading),"North and Central Luzon Isl., cordillera Autonomous Region, central Visayas Isl., National Capital Region",Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,1998-9-18,1998-9-18 ,118,22,1749414,0,1749436,159411209.72,26568534.9533
1998-296,1998-296_7521297,7521297,4,Cagayan Valley,17.65667,121.73333,ADM1,6295630|6255147|PH|02,Earth|Asia|Philippines|Cagayan Valley,1,1,1998,Vicky and Todd (Emang and Gading),"North and Central Luzon Isl., cordillera Autonomous Region, central Visayas Isl., National Capital Region",Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,1998-9-18,1998-9-18 ,118,22,1749414,0,1749436,159411209.72,26568534.9533
1998-296,1998-296_7521306,7521306,4,Central Visayas,9.91072,123.61442,ADM1,6295630|6255147|PH|07,Earth|Asia|Philippines|Central Visayas,1,1,1998,Vicky and Todd (Emang and Gading),"North and Central Luzon Isl., cordillera Autonomous Region, central Visayas Isl., National Capital Region",Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,1998-9-18,1998-9-18 ,118,22,1749414,0,1749436,159411209.72,26568534.9533
1998-88,1998-88_1692194,1692194,3,Quezon,14.66667,121.5,ADM2,6295630|6255147|PH|40|1692194,Earth|Asia|Philippines|Calabarzon|Quezon,1,1,1998,,Quezeon & Rizal,Natural,Climatological,Wildfire,Forest fire,,,,Philippines,PHL,1998-4-2,1998-4-2 ,2,0,300,0,300,0,0
1998-88,1998-88_1691591,1691591,3,Province of Rizal,14.58333,121.16667,ADM2,6295630|6255147|PH|40|1691591,Earth|Asia|Philippines|Calabarzon|Province of Rizal,1,1,1998,,Quezeon & Rizal,Natural,Climatological,Wildfire,Forest fire,,,,Philippines,PHL,1998-4-2,1998-4-2 ,2,0,300,0,300,0,0
1999-732,1999-732_1701668,1701668,1,Manila,14.6042,120.9822,PPLC,6295630|6255147|PH|NCR|1701667|1701668,Earth|Asia|Philippines|National Capital Region|City of Manila|Manila,2,1,1999,,Manilla,Natural,Hydrological,Mass movement wet,Landslide,,,,Philippines,PHL,1999-8-4,1999-8-4 ,58,0,0,0,0,0,0
1999-729,1999-729_7521304,7521304,4,Western Visayas,11.13,122.53,ADM1,6295630|6255147|PH|06,Earth|Asia|Philippines|Western Visayas,1,1,1999,Sendang,"Regions V, VI, VII",Natural,Meteorological,Storm,,,,,Philippines,PHL,1999-11-7,1999-11-9 ,33,7,54152,0,54159,24104416.91,8034805.63667
1999-729,1999-729_7521310,7521310,4,Bicol,13.31389,123.56389,ADM1,6295630|6255147|PH|05,Earth|Asia|Philippines|Bicol,1,1,1999,Sendang,"Regions V, VI, VII",Natural,Meteorological,Storm,,,,,Philippines,PHL,1999-11-7,1999-11-9 ,33,7,54152,0,54159,24104416.91,8034805.63667
1999-729,1999-729_7521306,7521306,4,Central Visayas,9.91072,123.61442,ADM1,6295630|6255147|PH|07,Earth|Asia|Philippines|Central Visayas,1,1,1999,Sendang,"Regions V, VI, VII",Natural,Meteorological,Storm,,,,,Philippines,PHL,1999-11-7,1999-11-9 ,33,7,54152,0,54159,24104416.91,8034805.63667
1999-728,1999-728_7521310,7521310,4,Bicol,13.31389,123.56389,ADM1,6295630|6255147|PH|05,Earth|Asia|Philippines|Bicol,1,1,1999,Reming,"Regions V, VIII",Natural,Meteorological,Storm,,,,,Philippines,PHL,1999-10-15,1999-10-18 ,1,0,5791,0,5791,0,0
1999-728,1999-728_7521307,7521307,4,Eastern Visayas,11.51649,124.96204,ADM1,6295630|6255147|PH|08,Earth|Asia|Philippines|Eastern Visayas,1,1,1999,Reming,"Regions V, VIII",Natural,Meteorological,Storm,,,,,Philippines,PHL,1999-10-15,1999-10-18 ,1,0,5791,0,5791,0,0
1999-727,1999-727_7521305,7521305,4,Central Luzon,15.30714,120.79762,ADM1,6295630|6255147|PH|03,Earth|Asia|Philippines|Central Luzon,1,1,1999,Neneng,Region III,Natural,Meteorological,Storm,,,,,Philippines,PHL,1999-9-10,1999-9-15 ,1,2,1505,0,1507,0,0
1999-726,1999-726_7521300,7521300,4,Cordillera,17.0852,121.03322,ADM1,6295630|6255147|PH|15,Earth|Asia|Philippines|Cordillera,1,1,1999,Luding,"Regions I, II, III and CAR",Natural,Meteorological,Storm,,,,,Philippines,PHL,1999-8-18,1999-8-21 ,11,23,35222,0,35245,6581696.66,1645424.165
1999-726,1999-726_7521305,7521305,4,Central Luzon,15.30714,120.79762,ADM1,6295630|6255147|PH|03,Earth|Asia|Philippines|Central Luzon,1,1,1999,Luding,"Regions I, II, III and CAR",Natural,Meteorological,Storm,,,,,Philippines,PHL,1999-8-18,1999-8-21 ,11,23,35222,0,35245,6581696.66,1645424.165
1999-726,1999-726_7521297,7521297,4,Cagayan Valley,17.65667,121.73333,ADM1,6295630|6255147|PH|02,Earth|Asia|Philippines|Cagayan Valley,1,1,1999,Luding,"Regions I, II, III and CAR",Natural,Meteorological,Storm,,,,,Philippines,PHL,1999-8-18,1999-8-21 ,11,23,35222,0,35245,6581696.66,1645424.165
1999-726,1999-726_7521301,7521301,4,Ilocos,16.97917,120.52083,ADM1,6295630|6255147|PH|01,Earth|Asia|Philippines|Ilocos,1,1,1999,Luding,"Regions I, II, III and CAR",Natural,Meteorological,Storm,,,,,Philippines,PHL,1999-8-18,1999-8-21 ,11,23,35222,0,35245,6581696.66,1645424.165
1999-725,1999-725_7521305,7521305,4,Central Luzon,15.30714,120.79762,ADM1,6295630|6255147|PH|03,Earth|Asia|Philippines|Central Luzon,1,1,1999,Ising (Olga),Region III,Natural,Meteorological,Storm,,,,,Philippines,PHL,1999-7-28,1999-8-1 ,47,2,1245917,0,1245919,55509967.25,55509967.25
1999-724,1999-724_1679435,1679435,3,Province of Zambales,15.33333,120.16667,ADM2,6295630|6255147|PH|03|1679435,Earth|Asia|Philippines|Central Luzon|Province of Zambales,1,1,1999,Gening,Region III - Zambales,Natural,Meteorological,Storm,,,,,Philippines,PHL,1999-6-4,1999-6-6 ,0,0,755,380,1135,3630034.85,3630034.85
1999-723,1999-723_1726302,1726302,3,Province of Batanes,20.45798,121.9941,ADM2,6295630|6255147|PH|02|1726302,Earth|Asia|Philippines|Cagayan Valley|Province of Batanes,1,1,1999,Etang,Regions II - Batanes,Natural,Meteorological,Storm,,,,,Philippines,PHL,1999-6-1,1999-6-6 ,0,0,1601,0,1601,0,0
1999-644,1999-644_1704846,1704846,1,Luzon,16,121,ISL,6295630|6255147|PH|00,Earth|Asia|Philippines|Luzon,4,1,1999,,Luzon (Manila Region),Natural,Geophysical,Earthquake (seismic activity),Earthquake (ground shaking),,,,Philippines,PHL,1999-12-12,1999-12-12 ,6,40,150,0,190,2946734.17,2946734.17
1999-608,1999-608_1685214,1685214,3,Province of Surigao del Sur,8.66667,126,ADM2,6295630|6255147|PH|13|1685214,Earth|Asia|Philippines|Caraga|Province of Surigao del Sur,1,1,1999,,Surigao del Sur Province,Natural,Hydrological,Flood,Flash flood,,,,Philippines,PHL,,,0,0,0,250,250,0,0
1999-503,1999-503_1695357,1695357,3,Province of Pangasinan,15.91667,120.33333,ADM2,6295630|6255147|PH|01|1695357,Earth|Asia|Philippines|Ilocos|Province of Pangasinan,1,1,1999,Dengue fever,Pangasinan Province,Natural,Biological,Epidemic,Viral Infectious Diseases,,,,Philippines,PHL,,,10,0,402,0,402,0,0
1999-390,1999-390_1711032,1711032,3,Province of Ilocos Sur,17.33333,120.58333,ADM2,6295630|6255147|PH|01|1711032,Earth|Asia|Philippines|Ilocos|Province of Ilocos Sur,1,1,1999,Dan (Pepang),"Provinces Of Cagayan, Ilocos, Sur, Pangasinan, La Union",Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,1999-10-5,1999-10-5 ,7,22,37200,4711,41933,2956589.47,739147.3675
1999-390,1999-390_1695357,1695357,3,Province of Pangasinan,15.91667,120.33333,ADM2,6295630|6255147|PH|01|1695357,Earth|Asia|Philippines|Ilocos|Province of Pangasinan,1,1,1999,Dan (Pepang),"Provinces Of Cagayan, Ilocos, Sur, Pangasinan, La Union",Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,1999-10-5,1999-10-5 ,7,22,37200,4711,41933,2956589.47,739147.3675
1999-390,1999-390_1721086,1721086,3,Province of Cagayan,18,121.83333,ADM2,6295630|6255147|PH|02|1721086,Earth|Asia|Philippines|Cagayan Valley|Province of Cagayan,1,1,1999,Dan (Pepang),"Provinces Of Cagayan, Ilocos, Sur, Pangasinan, La Union",Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,1999-10-5,1999-10-5 ,7,22,37200,4711,41933,2956589.47,739147.3675
1999-390,1999-390_1707052,1707052,3,Province of La Union,16.5,120.41667,ADM2,6295630|6255147|PH|01|1707052,Earth|Asia|Philippines|Ilocos|Province of La Union,1,1,1999,Dan (Pepang),"Provinces Of Cagayan, Ilocos, Sur, Pangasinan, La Union",Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,1999-10-5,1999-10-5 ,7,22,37200,4711,41933,2956589.47,739147.3675
1999-253,1999-253_1723064,1723064,3,Province of Bulacan,15,121.08333,ADM2,6295630|6255147|PH|03|1723064,Earth|Asia|Philippines|Central Luzon|Province of Bulacan,1,1,1999,,"Rizal, Pangasinan, Pampanga and Bulacan Provinces",Natural,Hydrological,Flood,Flash flood,,,,Philippines,PHL,1999-7-30,1999-8-8 ,130,32,2096341,3390,2099763,29565894.67,7391473.6675
1999-253,1999-253_1691591,1691591,3,Province of Rizal,14.58333,121.16667,ADM2,6295630|6255147|PH|40|1691591,Earth|Asia|Philippines|Calabarzon|Province of Rizal,1,1,1999,,"Rizal, Pangasinan, Pampanga and Bulacan Provinces",Natural,Hydrological,Flood,Flash flood,,,,Philippines,PHL,1999-7-30,1999-8-8 ,130,32,2096341,3390,2099763,29565894.67,7391473.6675
1999-253,1999-253_1695848,1695848,3,Province of Pampanga,15.06667,120.66667,ADM2,6295630|6255147|PH|03|1695848,Earth|Asia|Philippines|Central Luzon|Province of Pampanga,1,1,1999,,"Rizal, Pangasinan, Pampanga and Bulacan Provinces",Natural,Hydrological,Flood,Flash flood,,,,Philippines,PHL,1999-7-30,1999-8-8 ,130,32,2096341,3390,2099763,29565894.67,7391473.6675
1999-253,1999-253_1695357,1695357,3,Province of Pangasinan,15.91667,120.33333,ADM2,6295630|6255147|PH|01|1695357,Earth|Asia|Philippines|Ilocos|Province of Pangasinan,1,1,1999,,"Rizal, Pangasinan, Pampanga and Bulacan Provinces",Natural,Hydrological,Flood,Flash flood,,,,Philippines,PHL,1999-7-30,1999-8-8 ,130,32,2096341,3390,2099763,29565894.67,7391473.6675
1999-172,1999-172_7115980,7115980,2,Compostela Valley,7.60755,125.9586,VAL,6295630|6255147|PH|7115980,Earth|Asia|Philippines|Compostela Valley,4,2,1999,,Compostela Valley (Mindanao Isl.),Natural,Hydrological,Mass movement wet,Landslide,,,,Philippines,PHL,1999-5-10,1999-5-10 ,10,10,0,35,45,0,0
1999-83,1999-83_1712873,1712873,3,Gingoog City,8.83333,125.11667,ADM2,6295630|6255147|PH|10|1712873,Earth|Asia|Philippines|Northern Mindanao|Gingoog City,1,1,1999,,Gingoog,Natural,Hydrological,Flood,,,,,Philippines,PHL,1999-3-2,1999-3-2 ,0,0,1300,0,1300,0,0
1999-53,1999-53_6569493,6569493,1,Municipality of Linamon,8.15167,124.16611,ADM3,6295630|6255147|PH|10|1707668|6569493,Earth|Asia|Philippines|Northern Mindanao|Province of Lanao del Norte|Municipality of Linamon,1,1,1999,,"Iligan city, towns of Kauswagan, Linamon and Bacolod (Lanao del Norte Province, Mindanao islands)",Natural,Hydrological,Flood,Flash flood,,,,Philippines,PHL,1999-2-20,1999-2-22 ,34,79,2609,1015,3703,9855298.22,2463824.555
1999-53,1999-53_1711082,1711082,1,Iligan City,8.25,124.4,PPL,6295630|6255147|PH|12|1711082,Earth|Asia|Philippines|Soccsksargen|Iligan City,2,1,1999,,"Iligan city, towns of Kauswagan, Linamon and Bacolod (Lanao del Norte Province, Mindanao islands)",Natural,Hydrological,Flood,Flash flood,,,,Philippines,PHL,1999-2-20,1999-2-22 ,34,79,2609,1015,3703,9855298.22,2463824.555
1999-53,1999-53_6569492,6569492,1,Municipality of Kauswagan,8.15778,124.10139,ADM3,6295630|6255147|PH|10|1707668|6569492,Earth|Asia|Philippines|Northern Mindanao|Province of Lanao del Norte|Municipality of Kauswagan,1,1,1999,,"Iligan city, towns of Kauswagan, Linamon and Bacolod (Lanao del Norte Province, Mindanao islands)",Natural,Hydrological,Flood,Flash flood,,,,Philippines,PHL,1999-2-20,1999-2-22 ,34,79,2609,1015,3703,9855298.22,2463824.555
1999-53,1999-53_6569491,6569491,1,Municipality of Bacolod,8.14056,124.03944,ADM3,6295630|6255147|PH|10|1707668|6569491,Earth|Asia|Philippines|Northern Mindanao|Province of Lanao del Norte|Municipality of Bacolod,1,1,1999,,"Iligan city, towns of Kauswagan, Linamon and Bacolod (Lanao del Norte Province, Mindanao islands)",Natural,Hydrological,Flood,Flash flood,,,,Philippines,PHL,1999-2-20,1999-2-22 ,34,79,2609,1015,3703,9855298.22,2463824.555
2000-788,2000-788_1699597,1699597,1,Mindanao,8,125,ISL,6295630|6255147|PH|00,Earth|Asia|Philippines|Mindanao,4,1,2000,Rumbia (Toyang),Mindanao Isl. and Central Philippines,Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,2000-11-30,2000-12-3 ,48,26,164067,0,164093,1756689.51,878344.755
2000-783,2000-783_1679432,1679432,1,Zamboanga City,6.91028,122.07389,PPLA2,6295630|6255147|PH|09|1679432,Earth|Asia|Philippines|Zamboanga Peninsula|Zamboanga City,2,1,2000,Acute diarrhoeal syndrome,Zamboanga,Natural,Biological,Epidemic,,,,,Philippines,PHL,2000-11-18,2000-11-18 ,1,0,664,0,664,0,0
2000-763,2000-763_1721424,1721424,1,Cabugao,17.468,121.2278,PPL,6295630|6255147|PH|15|7115730|1721424,Earth|Asia|Philippines|Cordillera|Kalinga|Cabugao,2,1,2000,,Cabugao-Apayao (Kaling-Apayao province),Natural,Geophysical,Mass movement dry,Landslide,,,,Philippines,PHL,2000-11-8,2000-11-8 ,11,0,0,0,0,0,0
2000-763,2000-763_7115731,7115731,3,Apayao,18.03359,121.1792,ADM2,6295630|6255147|PH|15|7115731,Earth|Asia|Philippines|Cordillera|Apayao,1,1,2000,,Cabugao-Apayao (Kaling-Apayao province),Natural,Geophysical,Mass movement dry,Landslide,,,,Philippines,PHL,2000-11-8,2000-11-8 ,11,0,0,0,0,0,0
2000-763,2000-763_7115730,7115730,3,Kalinga,17.42599,121.41609,ADM2,6295630|6255147|PH|15|7115730,Earth|Asia|Philippines|Cordillera|Kalinga,1,1,2000,,Cabugao-Apayao (Kaling-Apayao province),Natural,Geophysical,Mass movement dry,Landslide,,,,Philippines,PHL,2000-11-8,2000-11-8 ,11,0,0,0,0,0,0
2000-715,2000-715_1721086,1721086,3,Province of Cagayan,18,121.83333,ADM2,6295630|6255147|PH|02|1721086,Earth|Asia|Philippines|Cagayan Valley|Province of Cagayan,1,1,2000,Bebinca (Seniang),"Rizal, Laguna, Cagayan, Nueva Vizcaya provinces, Manilal area (Luzon Isl)",Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,2000-11-3,2000-11-5 ,94,0,1747872,0,1747872,54457374.83,10891474.966
2000-715,2000-715_1708026,1708026,3,Province of Laguna,14.16667,121.33333,ADM2,6295630|6255147|PH|40|1708026,Earth|Asia|Philippines|Calabarzon|Province of Laguna,1,1,2000,Bebinca (Seniang),"Rizal, Laguna, Cagayan, Nueva Vizcaya provinces, Manilal area (Luzon Isl)",Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,2000-11-3,2000-11-5 ,94,0,1747872,0,1747872,54457374.83,10891474.966
2000-715,2000-715_1697456,1697456,3,Province of Nueva Vizcaya,16.33333,121.33333,ADM2,6295630|6255147|PH|02|1697456,Earth|Asia|Philippines|Cagayan Valley|Province of Nueva Vizcaya,1,1,2000,Bebinca (Seniang),"Rizal, Laguna, Cagayan, Nueva Vizcaya provinces, Manilal area (Luzon Isl)",Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,2000-11-3,2000-11-5 ,94,0,1747872,0,1747872,54457374.83,10891474.966
2000-715,2000-715_1701667,1701667,3,City of Manila,14.58333,121,ADM2,6295630|6255147|PH|NCR|1701667,Earth|Asia|Philippines|National Capital Region|City of Manila,1,1,2000,Bebinca (Seniang),"Rizal, Laguna, Cagayan, Nueva Vizcaya provinces, Manilal area (Luzon Isl)",Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,2000-11-3,2000-11-5 ,94,0,1747872,0,1747872,54457374.83,10891474.966
2000-715,2000-715_1691591,1691591,3,Province of Rizal,14.58333,121.16667,ADM2,6295630|6255147|PH|40|1691591,Earth|Asia|Philippines|Calabarzon|Province of Rizal,1,1,2000,Bebinca (Seniang),"Rizal, Laguna, Cagayan, Nueva Vizcaya provinces, Manilal area (Luzon Isl)",Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,2000-11-3,2000-11-5 ,94,0,1747872,0,1747872,54457374.83,10891474.966
2000-706,2000-706_1731616,1731616,3,Province of Albay,13.21667,123.55,ADM2,6295630|6255147|PH|05|1731616,Earth|Asia|Philippines|Bicol|Province of Albay,1,1,2000,Xangsane (Reming),"Cavite, Sorsogon, Catanduanes, Samar, Albay, Manilla (Southern Luzon)",Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,2000-10-28,2000-10-31 ,154,314,2435942,0,2436256,29863721.68,4977286.94667
2000-706,2000-706_1690649,1690649,3,Province of Samar,11.83333,125,ADM2,6295630|6255147|PH|08|1690649,Earth|Asia|Philippines|Eastern Visayas|Province of Samar,1,1,2000,Xangsane (Reming),"Cavite, Sorsogon, Catanduanes, Samar, Albay, Manilla (Southern Luzon)",Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,2000-10-28,2000-10-31 ,154,314,2435942,0,2436256,29863721.68,4977286.94667
2000-706,2000-706_1717639,1717639,3,Province of Cavite,14.25,120.83333,ADM2,6295630|6255147|PH|40|1717639,Earth|Asia|Philippines|Calabarzon|Province of Cavite,1,1,2000,Xangsane (Reming),"Cavite, Sorsogon, Catanduanes, Samar, Albay, Manilla (Southern Luzon)",Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,2000-10-28,2000-10-31 ,154,314,2435942,0,2436256,29863721.68,4977286.94667
2000-706,2000-706_1701667,1701667,3,City of Manila,14.58333,121,ADM2,6295630|6255147|PH|NCR|1701667,Earth|Asia|Philippines|National Capital Region|City of Manila,1,1,2000,Xangsane (Reming),"Cavite, Sorsogon, Catanduanes, Samar, Albay, Manilla (Southern Luzon)",Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,2000-10-28,2000-10-31 ,154,314,2435942,0,2436256,29863721.68,4977286.94667
2000-706,2000-706_1685754,1685754,3,Province of Sorsogon,12.83333,123.91667,ADM2,6295630|6255147|PH|05|1685754,Earth|Asia|Philippines|Bicol|Province of Sorsogon,1,1,2000,Xangsane (Reming),"Cavite, Sorsogon, Catanduanes, Samar, Albay, Manilla (Southern Luzon)",Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,2000-10-28,2000-10-31 ,154,314,2435942,0,2436256,29863721.68,4977286.94667
2000-706,2000-706_1717952,1717952,3,Province of Catanduanes,13.83333,124.25,ADM2,6295630|6255147|PH|05|1717952,Earth|Asia|Philippines|Bicol|Province of Catanduanes,1,1,2000,Xangsane (Reming),"Cavite, Sorsogon, Catanduanes, Samar, Albay, Manilla (Southern Luzon)",Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,2000-10-28,2000-10-31 ,154,314,2435942,0,2436256,29863721.68,4977286.94667
2000-597,2000-597_1703321,1703321,1,Malabon,14.65,120.95,ADM3,6295630|6255147|PH|NCR|1703321,Earth|Asia|Philippines|National Capital Region|Malabon,1,1,2000,Maring,"Caloocan, Quezon, Malabon districts (Manila, Luzon)",Natural,Hydrological,Flood,Storm surge/coastal flood,,Flood,,Philippines,PHL,2000-9-4,2000-9-5 ,5,0,6508,0,6508,0,0
2000-597,2000-597_1692193,1692193,3,Quezon City,14.63333,121.03333,ADM2,6295630|6255147|PH|NCR|1692193,Earth|Asia|Philippines|National Capital Region|Quezon City,1,1,2000,Maring,"Caloocan, Quezon, Malabon districts (Manila, Luzon)",Natural,Hydrological,Flood,Storm surge/coastal flood,,Flood,,Philippines,PHL,2000-9-4,2000-9-5 ,5,0,6508,0,6508,0,0
2000-597,2000-597_1720148,1720148,3,Caloocan City,14.65,120.96667,ADM2,6295630|6255147|PH|NCR|1720148,Earth|Asia|Philippines|National Capital Region|Caloocan City,1,1,2000,Maring,"Caloocan, Quezon, Malabon districts (Manila, Luzon)",Natural,Hydrological,Flood,Storm surge/coastal flood,,Flood,,Philippines,PHL,2000-9-4,2000-9-5 ,5,0,6508,0,6508,0,0
2000-414,2000-414_1701668,1701668,1,Manila,14.6042,120.9822,PPLC,6295630|6255147|PH|NCR|1701667|1701668,Earth|Asia|Philippines|National Capital Region|City of Manila|Manila,2,1,2000,Garbage,Manilla,Natural,Hydrological,Mass movement wet,Subsidence,Sudden subsidence,,,Philippines,PHL,2000-7-10,2000-7-10 ,287,38,2800,0,2838,0,0
2000-397,2000-397_1728929,1728929,3,Baguio City,16.41667,120.6,ADM2,6295630|6255147|PH|15|1728929,Earth|Asia|Philippines|Cordillera|Baguio City,1,1,2000,Kai-Tak (Edeng),"La Union, Pangasinan, Ilocos Norte, Ilocos Sur, Baguio City (Reg. I), Bataan, Bulacan, Pampanga, Olongapo City, Tarlac, Zambales (Reg. III), Mindoro Oriental (Reg. IV), Caloocan, Manioma, Quezon cities, Rizal (NCR), Cavite (Reg. IV), Iloilo, Negros Occide",Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,2000-7-7,2000-7-7 ,75,11,1483310,0,1483321,45257591.86,2381978.51895
2000-397,2000-397_1697172,1697172,3,Olongapo City,14.83333,120.26667,ADM2,6295630|6255147|PH|03|1697172,Earth|Asia|Philippines|Central Luzon|Olongapo City,1,1,2000,Kai-Tak (Edeng),"La Union, Pangasinan, Ilocos Norte, Ilocos Sur, Baguio City (Reg. I), Bataan, Bulacan, Pampanga, Olongapo City, Tarlac, Zambales (Reg. III), Mindoro Oriental (Reg. IV), Caloocan, Manioma, Quezon cities, Rizal (NCR), Cavite (Reg. IV), Iloilo, Negros Occide",Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,2000-7-7,2000-7-7 ,75,11,1483310,0,1483321,45257591.86,2381978.51895
2000-397,2000-397_1711004,1711004,3,Province of Iloilo,11,122.66667,ADM2,6295630|6255147|PH|06|1711004,Earth|Asia|Philippines|Western Visayas|Province of Iloilo,1,1,2000,Kai-Tak (Edeng),"La Union, Pangasinan, Ilocos Norte, Ilocos Sur, Baguio City (Reg. I), Bataan, Bulacan, Pampanga, Olongapo City, Tarlac, Zambales (Reg. III), Mindoro Oriental (Reg. IV), Caloocan, Manioma, Quezon cities, Rizal (NCR), Cavite (Reg. IV), Iloilo, Negros Occide",Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,2000-7-7,2000-7-7 ,75,11,1483310,0,1483321,45257591.86,2381978.51895
2000-397,2000-397_1723064,1723064,3,Province of Bulacan,15,121.08333,ADM2,6295630|6255147|PH|03|1723064,Earth|Asia|Philippines|Central Luzon|Province of Bulacan,1,1,2000,Kai-Tak (Edeng),"La Union, Pangasinan, Ilocos Norte, Ilocos Sur, Baguio City (Reg. I), Bataan, Bulacan, Pampanga, Olongapo City, Tarlac, Zambales (Reg. III), Mindoro Oriental (Reg. IV), Caloocan, Manioma, Quezon cities, Rizal (NCR), Cavite (Reg. IV), Iloilo, Negros Occide",Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,2000-7-7,2000-7-7 ,75,11,1483310,0,1483321,45257591.86,2381978.51895
2000-397,2000-397_1726347,1726347,3,Province of Bataan,14.66667,120.41667,ADM2,6295630|6255147|PH|03|1726347,Earth|Asia|Philippines|Central Luzon|Province of Bataan,1,1,2000,Kai-Tak (Edeng),"La Union, Pangasinan, Ilocos Norte, Ilocos Sur, Baguio City (Reg. I), Bataan, Bulacan, Pampanga, Olongapo City, Tarlac, Zambales (Reg. III), Mindoro Oriental (Reg. IV), Caloocan, Manioma, Quezon cities, Rizal (NCR), Cavite (Reg. IV), Iloilo, Negros Occide",Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,2000-7-7,2000-7-7 ,75,11,1483310,0,1483321,45257591.86,2381978.51895
2000-397,2000-397_1697808,1697808,3,Province of Negros Occidental,10.41667,123,ADM2,6295630|6255147|PH|06|1697808,Earth|Asia|Philippines|Western Visayas|Province of Negros Occidental,1,1,2000,Kai-Tak (Edeng),"La Union, Pangasinan, Ilocos Norte, Ilocos Sur, Baguio City (Reg. I), Bataan, Bulacan, Pampanga, Olongapo City, Tarlac, Zambales (Reg. III), Mindoro Oriental (Reg. IV), Caloocan, Manioma, Quezon cities, Rizal (NCR), Cavite (Reg. IV), Iloilo, Negros Occide",Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,2000-7-7,2000-7-7 ,75,11,1483310,0,1483321,45257591.86,2381978.51895
2000-397,2000-397_1694608,1694608,3,Pasay City,14.55,121,ADM2,6295630|6255147|PH|NCR|1694608,Earth|Asia|Philippines|National Capital Region|Pasay City,1,1,2000,Kai-Tak (Edeng),"La Union, Pangasinan, Ilocos Norte, Ilocos Sur, Baguio City (Reg. I), Bataan, Bulacan, Pampanga, Olongapo City, Tarlac, Zambales (Reg. III), Mindoro Oriental (Reg. IV), Caloocan, Manioma, Quezon cities, Rizal (NCR), Cavite (Reg. IV), Iloilo, Negros Occide",Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,2000-7-7,2000-7-7 ,75,11,1483310,0,1483321,45257591.86,2381978.51895
