disaster_id,location_id,geoname_id,precision_code,place_name,latitude,longitude,location_type_code,geoname_adm_code,geoname_adm_name,location_class,geographic_exactness
2004-435,2004-435_1707052,1707052,3,Province of La Union,16.5,120.41667,ADM2,6295630|6255147|PH|01|1707052,Earth|Asia|Philippines|Ilocos|Province of La Union,1,1
2004-435,2004-435_1695357,1695357,3,Province of Pangasinan,15.91667,120.33333,ADM2,6295630|6255147|PH|01|1695357,Earth|Asia|Philippines|Ilocos|Province of Pangasinan,1,1
2004-435,2004-435_1682811,1682811,3,Province of Tarlac,15.5,120.5,ADM2,6295630|6255147|PH|03|1682811,Earth|Asia|Philippines|Central Luzon|Province of Tarlac,1,1
2004-435,2004-435_1723064,1723064,3,Province of Bulacan,15,121.08333,ADM2,6295630|6255147|PH|03|1723064,Earth|Asia|Philippines|Central Luzon|Province of Bulacan,1,1
2004-435,2004-435_1726347,1726347,3,Province of Bataan,14.66667,120.41667,ADM2,6295630|6255147|PH|03|1726347,Earth|Asia|Philippines|Central Luzon|Province of Bataan,1,1
2004-435,2004-435_1711331,1711331,3,Province of Ifugao,16.83333,121.16667,ADM2,6295630|6255147|PH|15|1711331,Earth|Asia|Philippines|Cordillera|Province of Ifugao,1,1
2004-435,2004-435_1725582,1725582,3,Province of Benguet,16.5,120.66667,ADM2,6295630|6255147|PH|15|1725582,Earth|Asia|Philippines|Cordillera|Province of Benguet,1,1
2004-311,2004-311_1706551,1706551,1,Libungan,7.3,124.56667,ADM3,6295630|6255147|PH|12|1697559|1706551,Earth|Asia|Philippines|Soccsksargen|Province of Cotabato|Libungan,1,1
2004-311,2004-311_1731695,1731695,1,Municipality of Alamada,7.48333,124.6,ADM3,6295630|6255147|PH|12|1697559|1731695,Earth|Asia|Philippines|Soccsksargen|Province of Cotabato|Municipality of Alamada,1,1
2004-311,2004-311_1693903,1693903,1,Pigcawayan,7.27722,124.42556,PPL,6295630|6255147|PH|12|1697559|1693903,Earth|Asia|Philippines|Soccsksargen|Province of Cotabato|Pigcawayan,2,1
2004-309,2004-309_7521297,7521297,4,Cagayan Valley,17.65667,121.73333,ADM1,6295630|6255147|PH|02,Earth|Asia|Philippines|Cagayan Valley,1,1
2004-309,2004-309_1707052,1707052,3,Province of La Union,16.5,120.41667,ADM2,6295630|6255147|PH|01|1707052,Earth|Asia|Philippines|Ilocos|Province of La Union,1,1
2004-309,2004-309_1707403,1707403,3,Laoag City,18.2,120.6,ADM2,6295630|6255147|PH|01|1707403,Earth|Asia|Philippines|Ilocos|Laoag City,1,1
2004-309,2004-309_1707404,1707404,1,Laoag,18.1978,120.5957,PPLA2,6295630|6255147|PH|01|1711034|1707404,Earth|Asia|Philippines|Ilocos|Province of Ilocos Norte|Laoag,2,1
2004-309,2004-309_1704846,1704846,1,Luzon,16,121,ISL,6295630|6255147|PH|00,Earth|Asia|Philippines|Luzon,4,1
2004-309,2004-309_1699597,1699597,1,Mindanao,8,125,ISL,6295630|6255147|PH|00,Earth|Asia|Philippines|Mindanao,4,1
2004-309,2004-309_1721086,1721086,3,Province of Cagayan,18,121.83333,ADM2,6295630|6255147|PH|02|1721086,Earth|Asia|Philippines|Cagayan Valley|Province of Cagayan,1,1
2004-267,2004-267_1706802,1706802,1,Leyte Island,10.83267,124.83537,ISL,6295630|6255147|PH|08|1706800|1706802,Earth|Asia|Philippines|Eastern Visayas|Province of Leyte|Leyte Island,4,1
2004-218,2004-218_7521310,7521310,4,Bicol,13.31389,123.56389,ADM1,6295630|6255147|PH|05,Earth|Asia|Philippines|Bicol,1,1
2004-87,2004-87_1694008,1694008,6,Philippines,13,122,PCLI,6295630|6255147|PH,Earth|Asia|Philippines,1,1
2004-28,2004-28_1707052,1707052,3,Province of La Union,16.5,120.41667,ADM2,6295630|6255147|PH|01|1707052,Earth|Asia|Philippines|Ilocos|Province of La Union,1,1
2005-669,2005-669_1693618,1693618,1,Pinamalayan,13.04603,121.46205,PPLA3,6295630|6255147|PH|41|1699585|1693620|1693618,Earth|Asia|Philippines|Mimaropa|Oriental Mindoro|Pinamalayan|Pinamalayan,2,1
2005-669,2005-669_1696177,1696177,3,Province of Palawan,10,118.75,ADM2,6295630|6255147|PH|41|1696177,Earth|Asia|Philippines|Mimaropa|Province of Palawan,1,1
2005-669,2005-669_1720561,1720561,1,Calapan,13.4117,121.1803,PPLA,6295630|6255147|PH|41|1720561,Earth|Asia|Philippines|Mimaropa|Calapan,2,1
2005-669,2005-669_1680019,1680019,1,Victoria,13.17722,121.27806,PPLA3,6295630|6255147|PH|41|1699585|1680028|1680019,Earth|Asia|Philippines|Mimaropa|Oriental Mindoro|Victoria|Victoria,2,1
2005-669,2005-669_7521310,7521310,4,Bicol,13.31389,123.56389,ADM1,6295630|6255147|PH|05,Earth|Asia|Philippines|Bicol,1,1
2005-669,2005-669_1693156,1693156,1,Pola,13.14379,121.44152,PPLA3,6295630|6255147|PH|41|1699585|1693158|1693156,Earth|Asia|Philippines|Mimaropa|Oriental Mindoro|Pola|Pola,2,1
2005-669,2005-669_1699585,1699585,3,Oriental Mindoro,13.15555,121.26803,ADM2,6295630|6255147|PH|41|1699585,Earth|Asia|Philippines|Mimaropa|Oriental Mindoro,1,1
2005-669,2005-669_1697911,1697911,1,Naujan,13.32328,121.30282,PPL,6295630|6255147|PH|41|1699585|1697911,Earth|Asia|Philippines|Mimaropa|Oriental Mindoro|Naujan,2,1
2005-540,2005-540_1711034,1711034,3,Province of Ilocos Norte,18.16667,120.75,ADM2,6295630|6255147|PH|01|1711034,Earth|Asia|Philippines|Ilocos|Province of Ilocos Norte,1,1
2005-540,2005-540_1695848,1695848,3,Province of Pampanga,15.06667,120.66667,ADM2,6295630|6255147|PH|03|1695848,Earth|Asia|Philippines|Central Luzon|Province of Pampanga,1,1
2005-540,2005-540_1697473,1697473,3,Province of Nueva Ecija,15.58333,121,ADM2,6295630|6255147|PH|03|1697473,Earth|Asia|Philippines|Central Luzon|Province of Nueva Ecija,1,1
2005-540,2005-540_7521305,7521305,4,Central Luzon,15.30714,120.79762,ADM1,6295630|6255147|PH|03,Earth|Asia|Philippines|Central Luzon,1,1
2005-540,2005-540_1730714,1730714,1,Angono,14.53333,121.16667,ADM3,6295630|6255147|PH|40|1691591|1730714,Earth|Asia|Philippines|Calabarzon|Province of Rizal|Angono,1,1
2005-540,2005-540_1691591,1691591,3,Province of Rizal,14.58333,121.16667,ADM2,6295630|6255147|PH|40|1691591,Earth|Asia|Philippines|Calabarzon|Province of Rizal,1,1
2005-540,2005-540_1713499,1713499,1,Gabaldon,15.53333,121.31667,ADM3,6295630|6255147|PH|03|1697473|1713499,Earth|Asia|Philippines|Central Luzon|Province of Nueva Ecija|Gabaldon,1,1
2005-540,2005-540_1699076,1699076,1,Muntinlupa,14.39028,121.0475,PPL,6295630|6255147|PH|40|1691591|1699076,Earth|Asia|Philippines|Calabarzon|Province of Rizal|Muntinlupa,2,1
2005-540,2005-540_7521310,7521310,4,Bicol,13.31389,123.56389,ADM1,6295630|6255147|PH|05,Earth|Asia|Philippines|Bicol,1,1
2005-540,2005-540_1729926,1729926,3,Province of Aurora,16,121.75,ADM2,6295630|6255147|PH|03|1729926,Earth|Asia|Philippines|Central Luzon|Province of Aurora,1,1
2005-540,2005-540_1692194,1692194,3,Quezon,14.66667,121.5,ADM2,6295630|6255147|PH|40|1692194,Earth|Asia|Philippines|Calabarzon|Quezon,1,1
2005-284,2005-284_1699597,1699597,1,Mindanao,8,125,ISL,6295630|6255147|PH|00,Earth|Asia|Philippines|Mindanao,4,1
2005-120,2005-120_1706802,1706802,1,Leyte Island,10.83267,124.83537,ISL,6295630|6255147|PH|08|1706800|1706802,Earth|Asia|Philippines|Eastern Visayas|Province of Leyte|Leyte Island,4,1
2006-702,2006-702_1686437,1686437,1,Silvino Lobos,12.28333,124.85,ADM3,6295630|6255147|PH|08|1697549|1686437,Earth|Asia|Philippines|Eastern Visayas|Northern Samar|Silvino Lobos,1,1
2006-702,2006-702_1695888,1695888,1,Pambujan,12.48333,124.95,ADM3,6295630|6255147|PH|08|1697549|1695888,Earth|Asia|Philippines|Eastern Visayas|Northern Samar|Pambujan,1,1
2006-702,2006-702_1688584,1688584,1,San Roque,12.46667,124.86667,ADM3,6295630|6255147|PH|08|1697549|1688584,Earth|Asia|Philippines|Eastern Visayas|Northern Samar|San Roque,1,1
2006-702,2006-702_1699343,1699343,1,Mondragon,12.41667,124.76667,ADM3,6295630|6255147|PH|08|1697549|1699343,Earth|Asia|Philippines|Eastern Visayas|Northern Samar|Mondragon,1,1
2006-702,2006-702_1684397,1684397,1,Tago,8.96667,126.15,ADM3,6295630|6255147|PH|13|1685214|1684397,Earth|Asia|Philippines|Caraga|Province of Surigao del Sur|Tago,1,1
2006-702,2006-702_1731818,1731818,3,Province of Agusan del Sur,8.5,125.83333,ADM2,6295630|6255147|PH|13|1731818,Earth|Asia|Philippines|Caraga|Province of Agusan del Sur,1,1
2006-702,2006-702_1699597,1699597,1,Mindanao,8,125,ISL,6295630|6255147|PH|00,Earth|Asia|Philippines|Mindanao,4,1
2006-702,2006-702_1709274,1709274,1,Kapalong,7.75,125.5,ADM3,6295630|6255147|PH|11|1715347|1709274,Earth|Asia|Philippines|Davao|Province of Davao del Norte|Kapalong,1,1
2006-702,2006-702_1679788,1679788,3,Visayas,11,123.5,ISLS,6295630|6255147|PH|00,Earth|Asia|Philippines|Visayas,4,1
2006-702,2006-702_1688120,1688120,1,Santa Josefa,8.03877,126.0211,ADM3,6295630|6255147|PH|13|1731818|1688120,Earth|Asia|Philippines|Caraga|Province of Agusan del Sur|Santa Josefa,1,1
2006-702,2006-702_1717794,1717794,1,Catubig,12.4,125.06667,ADM3,6295630|6255147|PH|08|1697549|1717794,Earth|Asia|Philippines|Eastern Visayas|Northern Samar|Catubig,1,1
2006-702,2006-702_1717933,1717933,1,Catarman,12.4,124.63333,ADM3,6295630|6255147|PH|08|1697549|1717933,Earth|Asia|Philippines|Eastern Visayas|Northern Samar|Catarman,1,1
2006-667,2006-667_7521310,7521310,4,Bicol,13.31389,123.56389,ADM1,6295630|6255147|PH|05,Earth|Asia|Philippines|Bicol,1,1
2006-667,2006-667_7521296,7521296,4,Mimaropa,12.87014,121.13403,ADM1,6295630|6255147|PH|41,Earth|Asia|Philippines|Mimaropa,1,1
2006-667,2006-667_7521307,7521307,4,Eastern Visayas,11.51649,124.96204,ADM1,6295630|6255147|PH|08,Earth|Asia|Philippines|Eastern Visayas,1,1
2006-667,2006-667_7521306,7521306,4,Central Visayas,9.91072,123.61442,ADM1,6295630|6255147|PH|07,Earth|Asia|Philippines|Central Visayas,1,1
2006-667,2006-667_7521304,7521304,4,Western Visayas,11.13,122.53,ADM1,6295630|6255147|PH|06,Earth|Asia|Philippines|Western Visayas,1,1
2006-667,2006-667_8328200,8328200,3,Western Visayas,10.80835,122.7012,RGN,6295630|6255147|PH|00,Earth|Asia|Philippines|Western Visayas,1,1
2006-648,2006-648_1719846,1719846,3,Province of Camarines Norte,14.16667,122.75,ADM2,6295630|6255147|PH|05|1719846,Earth|Asia|Philippines|Bicol|Province of Camarines Norte,1,1
2006-648,2006-648_1731616,1731616,3,Province of Albay,13.21667,123.55,ADM2,6295630|6255147|PH|05|1731616,Earth|Asia|Philippines|Bicol|Province of Albay,1,1
2006-648,2006-648_1700902,1700902,3,Province of Marinduque,13.41667,121.95,ADM2,6295630|6255147|PH|41|1700902,Earth|Asia|Philippines|Mimaropa|Province of Marinduque,1,1
2006-648,2006-648_1726279,1726279,3,Province of Batangas,13.91667,121.08333,ADM2,6295630|6255147|PH|40|1726279,Earth|Asia|Philippines|Calabarzon|Province of Batangas,1,1
2006-648,2006-648_1685754,1685754,3,Province of Sorsogon,12.83333,123.91667,ADM2,6295630|6255147|PH|05|1685754,Earth|Asia|Philippines|Bicol|Province of Sorsogon,1,1
2006-648,2006-648_7521310,7521310,4,Bicol,13.31389,123.56389,ADM1,6295630|6255147|PH|05,Earth|Asia|Philippines|Bicol,1,1
2006-648,2006-648_1715509,1715509,1,Municipality of Daraga,13.13333,123.68333,ADM3,6295630|6255147|PH|05|1731616|1715509,Earth|Asia|Philippines|Bicol|Province of Albay|Municipality of Daraga,1,1
2006-648,2006-648_1708026,1708026,3,Province of Laguna,14.16667,121.33333,ADM2,6295630|6255147|PH|40|1708026,Earth|Asia|Philippines|Calabarzon|Province of Laguna,1,1
2006-648,2006-648_1719845,1719845,3,Province of Camarines Sur,13.66667,123.33333,ADM2,6295630|6255147|PH|05|1719845,Earth|Asia|Philippines|Bicol|Province of Camarines Sur,1,1
2006-648,2006-648_7521303,7521303,4,Calabarzon,14.31,121.09,ADM1,6295630|6255147|PH|40,Earth|Asia|Philippines|Calabarzon,1,1
2006-648,2006-648_1699590,1699590,2,Mindoro,12.9304,121.0947,ISL,6295630|6255147|PH|41|1699586|1699590,Earth|Asia|Philippines|Mimaropa|Province of Mindoro Occidental|Mindoro,4,2
2006-648,2006-648_1717952,1717952,3,Province of Catanduanes,13.83333,124.25,ADM2,6295630|6255147|PH|05|1717952,Earth|Asia|Philippines|Bicol|Province of Catanduanes,1,1
2006-610,2006-610_1710520,1710520,1,Isabela,10.18333,123.03333,ADM3,6295630|6255147|PH|06|1697808|1710520,Earth|Asia|Philippines|Western Visayas|Province of Negros Occidental|Isabela,1,1
2006-610,2006-610_1697473,1697473,3,Province of Nueva Ecija,15.58333,121,ADM2,6295630|6255147|PH|03|1697473,Earth|Asia|Philippines|Central Luzon|Province of Nueva Ecija,1,1
2006-610,2006-610_1729926,1729926,3,Province of Aurora,16,121.75,ADM2,6295630|6255147|PH|03|1729926,Earth|Asia|Philippines|Central Luzon|Province of Aurora,1,1
2006-605,2006-605_1715347,1715347,3,Province of Davao del Norte,7.45099,125.81543,ADM2,6295630|6255147|PH|11|1715347,Earth|Asia|Philippines|Davao|Province of Davao del Norte,1,1
2006-600,2006-600_1721086,1721086,3,Province of Cagayan,18,121.83333,ADM2,6295630|6255147|PH|02|1721086,Earth|Asia|Philippines|Cagayan Valley|Province of Cagayan,1,1
2006-600,2006-600_1707052,1707052,3,Province of La Union,16.5,120.41667,ADM2,6295630|6255147|PH|01|1707052,Earth|Asia|Philippines|Ilocos|Province of La Union,1,1
2006-600,2006-600_1691975,1691975,3,Province of Quirino,16.28333,121.58333,ADM2,6295630|6255147|PH|02|1691975,Earth|Asia|Philippines|Cagayan Valley|Province of Quirino,1,1
2006-600,2006-600_1697456,1697456,3,Province of Nueva Vizcaya,16.33333,121.33333,ADM2,6295630|6255147|PH|02|1697456,Earth|Asia|Philippines|Cagayan Valley|Province of Nueva Vizcaya,1,1
2006-600,2006-600_1729926,1729926,3,Province of Aurora,16,121.75,ADM2,6295630|6255147|PH|03|1729926,Earth|Asia|Philippines|Central Luzon|Province of Aurora,1,1
2006-600,2006-600_1725582,1725582,3,Province of Benguet,16.5,120.66667,ADM2,6295630|6255147|PH|15|1725582,Earth|Asia|Philippines|Cordillera|Province of Benguet,1,1
2006-600,2006-600_7115730,7115730,3,Kalinga,17.42599,121.41609,ADM2,6295630|6255147|PH|15|7115730,Earth|Asia|Philippines|Cordillera|Kalinga,1,1
2006-600,2006-600_1710515,1710515,3,Province of Isabela,17,122,ADM2,6295630|6255147|PH|02|1710515,Earth|Asia|Philippines|Cagayan Valley|Province of Isabela,1,1
2006-563,2006-563_1694525,1694525,1,Pasonanca,6.94903,122.07201,PPL,6295630|6255147|PH|09|1679430|1694525,Earth|Asia|Philippines|Zamboanga Peninsula|Zamboanga City|Pasonanca,2,1
2006-563,2006-563_1680957,1680957,1,Tugbungan,6.92,122.10583,PPL,6295630|6255147|PH|09|1679430|1680957,Earth|Asia|Philippines|Zamboanga Peninsula|Zamboanga City|Tugbungan,2,1
2006-563,2006-563_1727976,1727976,1,Baliwasan,6.91534,122.05438,PPL,6295630|6255147|PH|09|1679430|1727976,Earth|Asia|Philippines|Zamboanga Peninsula|Zamboanga City|Baliwasan,2,1
2006-563,2006-563_1957323,1957323,1,Barangay Guiwan,6.93026,122.09128,PPLX,6295630|6255147|PH|09|1679430|1957323,Earth|Asia|Philippines|Zamboanga Peninsula|Zamboanga City|Barangay Guiwan,2,1
2006-563,2006-563_1692313,1692313,1,Putik,6.94278,122.09278,PPL,6295630|6255147|PH|09|1679430|1692313,Earth|Asia|Philippines|Zamboanga Peninsula|Zamboanga City|Putik,2,1
2006-563,2006-563_1682466,1682466,1,Barangay Tetuan,6.91659,122.08531,PPLX,6295630|6255147|PH|09|1679430|1682466,Earth|Asia|Philippines|Zamboanga Peninsula|Zamboanga City|Barangay Tetuan,2,1
2006-563,2006-563_1689387,1689387,1,San Jose,6.92113,122.05051,PPL,6295630|6255147|PH|09|1679430|1689387,Earth|Asia|Philippines|Zamboanga Peninsula|Zamboanga City|San Jose,2,1
2006-563,2006-563_1680811,1680811,1,Tumaga,6.93921,122.07821,PPL,6295630|6255147|PH|09|1679430|1680811,Earth|Asia|Philippines|Zamboanga Peninsula|Zamboanga City|Tumaga,2,1
2006-517,2006-517_1701668,1701668,1,Manila,14.6042,120.9822,PPLC,6295630|6255147|PH|NCR|1701667|1701668,Earth|Asia|Philippines|National Capital Region|City of Manila|Manila,2,1
2006-517,2006-517_1695610,1695610,2,Panay Island,13.95722,124.3325,ISL,6295630|6255147|PH|05|1717952|1695610,Earth|Asia|Philippines|Bicol|Province of Catanduanes|Panay Island,4,2
2006-517,2006-517_1704846,1704846,2,Luzon,16,121,ISL,6295630|6255147|PH|00,Earth|Asia|Philippines|Luzon,4,2
2006-450,2006-450_1731616,1731616,3,Province of Albay,13.21667,123.55,ADM2,6295630|6255147|PH|05|1731616,Earth|Asia|Philippines|Bicol|Province of Albay,1,1
2006-448,2006-448_1699597,1699597,1,Mindanao,8,125,ISL,6295630|6255147|PH|00,Earth|Asia|Philippines|Mindanao,4,1
2006-439,2006-439_1696710,1696710,1,Pagadian,7.8257,123.437,PPLA,6295630|6255147|PH|09|1679428|1696710,Earth|Asia|Philippines|Zamboanga Peninsula|Province of  Zamboanga del Sur|Pagadian,2,1
2006-439,2006-439_1709248,1709248,1,Kapatagan,7.9003,123.7692,PPL,6295630|6255147|PH|10|1707668|1709248,Earth|Asia|Philippines|Northern Mindanao|Province of Lanao del Norte|Kapatagan,2,1
2006-415,2006-415_1697473,1697473,3,Province of Nueva Ecija,15.58333,121,ADM2,6295630|6255147|PH|03|1697473,Earth|Asia|Philippines|Central Luzon|Province of Nueva Ecija,1,1
2006-415,2006-415_1682811,1682811,3,Province of Tarlac,15.5,120.5,ADM2,6295630|6255147|PH|03|1682811,Earth|Asia|Philippines|Central Luzon|Province of Tarlac,1,1
2006-415,2006-415_1679435,1679435,3,Province of Zambales,15.33333,120.16667,ADM2,6295630|6255147|PH|03|1679435,Earth|Asia|Philippines|Central Luzon|Province of Zambales,1,1
2006-410,2006-410_1691975,1691975,3,Province of Quirino,16.28333,121.58333,ADM2,6295630|6255147|PH|02|1691975,Earth|Asia|Philippines|Cagayan Valley|Province of Quirino,1,1
2006-410,2006-410_1704846,1704846,2,Luzon,16,121,ISL,6295630|6255147|PH|00,Earth|Asia|Philippines|Luzon,4,2
2006-388,2006-388_7521305,7521305,4,Central Luzon,15.30714,120.79762,ADM1,6295630|6255147|PH|03,Earth|Asia|Philippines|Central Luzon,1,1
2006-362,2006-362_1704846,1704846,1,Luzon,16,121,ISL,6295630|6255147|PH|00,Earth|Asia|Philippines|Luzon,4,1
2006-251,2006-251_1704253,1704253,1,Macrohon,10.11667,124.93333,ADM3,6295630|6255147|PH|08|1685725|1704253,Earth|Asia|Philippines|Eastern Visayas|Southern Leyte|Macrohon,1,1
2006-251,2006-251_1694008,1694008,6,Philippines,13,122,PCLI,6295630|6255147|PH,Earth|Asia|Philippines,1,1
2006-251,2006-251_7521310,7521310,4,Bicol,13.31389,123.56389,ADM1,6295630|6255147|PH|05,Earth|Asia|Philippines|Bicol,1,1
2006-251,2006-251_1685928,1685928,1,Sogod,10.46667,124.98333,ADM3,6295630|6255147|PH|08|1685725|1685928,Earth|Asia|Philippines|Eastern Visayas|Southern Leyte|Sogod,1,1
2006-251,2006-251_1679788,1679788,3,Visayas,11,123.5,ISLS,6295630|6255147|PH|00,Earth|Asia|Philippines|Visayas,4,1
2006-251,2006-251_1731616,1731616,3,Province of Albay,13.21667,123.55,ADM2,6295630|6255147|PH|05|1731616,Earth|Asia|Philippines|Bicol|Province of Albay,1,1
2006-137,2006-137_1694008,1694008,6,Philippines,13,122,PCLI,6295630|6255147|PH,Earth|Asia|Philippines,1,1
2006-96,2006-96_1712304,1712304,1,Guinsaugon,10.26667,125.18333,PPL,6295630|6255147|PH|08|1685725|1712304,Earth|Asia|Philippines|Eastern Visayas|Southern Leyte|Guinsaugon,2,1
2006-87,2006-87_1685925,1685925,1,Sogod,10.3847,124.9814,PPLA3,6295630|6255147|PH|08|1685725|1685928|1685925,Earth|Asia|Philippines|Eastern Visayas|Southern Leyte|Sogod|Sogod,2,1
2006-40,2006-40_1721086,1721086,3,Province of Cagayan,18,121.83333,ADM2,6295630|6255147|PH|02|1721086,Earth|Asia|Philippines|Cagayan Valley|Province of Cagayan,1,1
2006-40,2006-40_1692194,1692194,3,Quezon,14.66667,121.5,ADM2,6295630|6255147|PH|40|1692194,Earth|Asia|Philippines|Calabarzon|Quezon,1,1
2006-40,2006-40_7115730,7115730,3,Kalinga,17.42599,121.41609,ADM2,6295630|6255147|PH|15|7115730,Earth|Asia|Philippines|Cordillera|Kalinga,1,1
2006-40,2006-40_1697473,1697473,3,Province of Nueva Ecija,15.58333,121,ADM2,6295630|6255147|PH|03|1697473,Earth|Asia|Philippines|Central Luzon|Province of Nueva Ecija,1,1
2006-40,2006-40_1710515,1710515,3,Province of Isabela,17,122,ADM2,6295630|6255147|PH|02|1710515,Earth|Asia|Philippines|Cagayan Valley|Province of Isabela,1,1
2006-40,2006-40_1732380,1732380,3,Province of Abra,17.58333,120.75,ADM2,6295630|6255147|PH|15|1732380,Earth|Asia|Philippines|Cordillera|Province of Abra,1,1
2006-40,2006-40_1729926,1729926,3,Province of Aurora,16,121.75,ADM2,6295630|6255147|PH|03|1729926,Earth|Asia|Philippines|Central Luzon|Province of Aurora,1,1
2007-9347,2007-9347_1695357,1695357,3,Province of Pangasinan,15.91667,120.33333,ADM2,6295630|6255147|PH|01|1695357,Earth|Asia|Philippines|Ilocos|Province of Pangasinan,1,1
2007-9347,2007-9347_1710515,1710515,3,Province of Isabela,17,122,ADM2,6295630|6255147|PH|02|1710515,Earth|Asia|Philippines|Cagayan Valley|Province of Isabela,1,1
2007-9347,2007-9347_1691975,1691975,3,Province of Quirino,16.28333,121.58333,ADM2,6295630|6255147|PH|02|1691975,Earth|Asia|Philippines|Cagayan Valley|Province of Quirino,1,1
2007-9347,2007-9347_1697456,1697456,3,Province of Nueva Vizcaya,16.33333,121.33333,ADM2,6295630|6255147|PH|02|1697456,Earth|Asia|Philippines|Cagayan Valley|Province of Nueva Vizcaya,1,1
2007-9347,2007-9347_1711032,1711032,3,Province of Ilocos Sur,17.33333,120.58333,ADM2,6295630|6255147|PH|01|1711032,Earth|Asia|Philippines|Ilocos|Province of Ilocos Sur,1,1
2007-9347,2007-9347_1707052,1707052,3,Province of La Union,16.5,120.41667,ADM2,6295630|6255147|PH|01|1707052,Earth|Asia|Philippines|Ilocos|Province of La Union,1,1
2007-669,2007-669_1710532,1710532,1,Irosin,12.75,124.03333,ADM3,6295630|6255147|PH|05|1685754|1710532,Earth|Asia|Philippines|Bicol|Province of Sorsogon|Irosin,1,1
2007-668,2007-668_8328204,8328204,3,Davao Region,7.50479,125.8511,RGN,6295630|6255147|PH|00,Earth|Asia|Philippines|Davao Region,1,1
2007-668,2007-668_7521298,7521298,4,Soccsksargen,7.18889,124.45556,ADM1,6295630|6255147|PH|12,Earth|Asia|Philippines|Soccsksargen,1,1
2007-668,2007-668_1679788,1679788,3,Visayas,11,123.5,ISLS,6295630|6255147|PH|00,Earth|Asia|Philippines|Visayas,4,1
2007-668,2007-668_7521295,7521295,4,Northern Mindanao,8.5262,125.22669,ADM1,6295630|6255147|PH|10,Earth|Asia|Philippines|Northern Mindanao,1,1
2007-668,2007-668_1699597,1699597,1,Mindanao,8,125,ISL,6295630|6255147|PH|00,Earth|Asia|Philippines|Mindanao,4,1
2007-668,2007-668_7521308,7521308,4,Zamboanga Peninsula,7.49432,122.67366,ADM1,6295630|6255147|PH|09,Earth|Asia|Philippines|Zamboanga Peninsula,1,1
2007-668,2007-668_1704846,1704846,1,Luzon,16,121,ISL,6295630|6255147|PH|00,Earth|Asia|Philippines|Luzon,4,1
2007-667,2007-667_1693333,1693333,1,Pitwan,16.87346,121.08384,PPL,6295630|6255147|PH|15|1711331|1693333,Earth|Asia|Philippines|Cordillera|Province of Ifugao|Pitwan,2,1
2007-667,2007-667_1680100,1680100,1,Valladolid,10.46667,122.83333,ADM3,6295630|6255147|PH|06|1697808|1680100,Earth|Asia|Philippines|Western Visayas|Province of Negros Occidental|Valladolid,1,1
2007-667,2007-667_1697808,1697808,3,Province of Negros Occidental,10.41667,123,ADM2,6295630|6255147|PH|06|1697808,Earth|Asia|Philippines|Western Visayas|Province of Negros Occidental,1,1
2007-667,2007-667_1694184,1694184,1,Payatas,14.71558,121.10474,PPL,6295630|6255147|PH|40|1694184,Earth|Asia|Philippines|Calabarzon|Payatas,2,1
2007-667,2007-667_1711031,1711031,1,Ilog,9.78333,122.73333,ADM3,6295630|6255147|PH|06|1697808|1711031,Earth|Asia|Philippines|Western Visayas|Province of Negros Occidental|Ilog,1,1
2007-667,2007-667_7521311,7521311,4,National Capital Region,14.57775,121.04599,ADM1,6295630|6255147|PH|NCR,Earth|Asia|Philippines|National Capital Region,1,1
2007-667,2007-667_7671047,7671047,3,Province of Sarangani,5.87472,125.27528,ADM2,6295630|6255147|PH|12|7671047,Earth|Asia|Philippines|Soccsksargen|Province of Sarangani,1,1
2007-667,2007-667_1711622,1711622,1,Hinigaran,10.26667,122.9,ADM3,6295630|6255147|PH|06|1697808|1711622,Earth|Asia|Philippines|Western Visayas|Province of Negros Occidental|Hinigaran,1,1
2007-667,2007-667_7521298,7521298,4,Soccsksargen,7.18889,124.45556,ADM1,6295630|6255147|PH|12,Earth|Asia|Philippines|Soccsksargen,1,1
2007-667,2007-667_1710515,1710515,3,Province of Isabela,17,122,ADM2,6295630|6255147|PH|02|1710515,Earth|Asia|Philippines|Cagayan Valley|Province of Isabela,1,1
2007-667,2007-667_7521300,7521300,4,Cordillera,17.0852,121.03322,ADM1,6295630|6255147|PH|15,Earth|Asia|Philippines|Cordillera,1,1
2007-667,2007-667_7090987,7090987,1,Bagong Silangan,14.7064,121.104,PPL,6295630|6255147|PH|40|7090987,Earth|Asia|Philippines|Calabarzon|Bagong Silangan,2,1
2007-667,2007-667_7521295,7521295,4,Northern Mindanao,8.5262,125.22669,ADM1,6295630|6255147|PH|10,Earth|Asia|Philippines|Northern Mindanao,1,1
2007-667,2007-667_7521304,7521304,4,Western Visayas,11.13,122.53,ADM1,6295630|6255147|PH|06,Earth|Asia|Philippines|Western Visayas,1,1
2007-667,2007-667_1711626,1711626,1,Hingyon,16.86086,121.08484,PPL,6295630|6255147|PH|15|1711331|1711626,Earth|Asia|Philippines|Cordillera|Province of Ifugao|Hingyon,2,1
2007-667,2007-667_1692193,1692193,3,Quezon City,14.63333,121.03333,ADM2,6295630|6255147|PH|NCR|1692193,Earth|Asia|Philippines|National Capital Region|Quezon City,1,1
2007-667,2007-667_1703051,1703051,1,Malapatan,5.96917,125.28944,PPL,6295630|6255147|PH|12|7671047|1703051,Earth|Asia|Philippines|Soccsksargen|Province of Sarangani|Malapatan,2,1
