disaster_id,location_id,geoname_id,precision_code,place_name,latitude,longitude,location_type_code,geoname_adm_code,geoname_adm_name,location_class,geographic_exactness
1993-77,1993-77_1695848,1695848,3,Province of Pampanga,15.06667,120.66667,ADM2,6295630|6255147|PH|03|1695848,Earth|Asia|Philippines|Central Luzon|Province of Pampanga,1,1
1993-77,1993-77_1701968,1701968,3,Mandaluyong City,14.58333,121.03333,ADM2,6295630|6255147|PH|NCR|1701968,Earth|Asia|Philippines|National Capital Region|Mandaluyong City,1,1
1993-77,1993-77_1701667,1701667,3,City of Manila,14.58333,121,ADM2,6295630|6255147|PH|NCR|1701667,Earth|Asia|Philippines|National Capital Region|City of Manila,1,1
1993-77,1993-77_1723064,1723064,3,Province of Bulacan,15,121.08333,ADM2,6295630|6255147|PH|03|1723064,Earth|Asia|Philippines|Central Luzon|Province of Bulacan,1,1
1993-77,1993-77_1720148,1720148,3,Caloocan City,14.65,120.96667,ADM2,6295630|6255147|PH|NCR|1720148,Earth|Asia|Philippines|National Capital Region|Caloocan City,1,1
1993-77,1993-77_1680103,1680103,1,Valenzuela,14.71667,120.96667,ADM3,6295630|6255147|PH|NCR|1680103,Earth|Asia|Philippines|National Capital Region|Valenzuela,1,1
1993-77,1993-77_1689358,1689358,3,San Juan,14.6,121.01667,ADM2,6295630|6255147|PH|NCR|1689358,Earth|Asia|Philippines|National Capital Region|San Juan,1,1
1993-77,1993-77_1707175,1707175,1,Las Piñas,14.48333,120.98333,ADM3,6295630|6255147|PH|NCR|1707175,Earth|Asia|Philippines|National Capital Region|Las Piñas,1,1
1993-77,1993-77_1697851,1697851,1,Navotas,14.66667,120.95,ADM3,6295630|6255147|PH|NCR|1697851,Earth|Asia|Philippines|National Capital Region|Navotas,1,1
1993-77,1993-77_1717639,1717639,3,Province of Cavite,14.25,120.83333,ADM2,6295630|6255147|PH|40|1717639,Earth|Asia|Philippines|Calabarzon|Province of Cavite,1,1
1993-77,1993-77_1694782,1694782,1,Parañaque,14.5,120.98333,ADM3,6295630|6255147|PH|NCR|1694782,Earth|Asia|Philippines|National Capital Region|Parañaque,1,1
1993-77,1993-77_1684309,1684309,1,Taguig,14.53333,121.06667,ADM3,6295630|6255147|PH|NCR|1684309,Earth|Asia|Philippines|National Capital Region|Taguig,1,1
1993-77,1993-77_7521311,7521311,4,National Capital Region,14.57775,121.04599,ADM1,6295630|6255147|PH|NCR,Earth|Asia|Philippines|National Capital Region,1,1
1993-77,1993-77_1682811,1682811,3,Province of Tarlac,15.5,120.5,ADM2,6295630|6255147|PH|03|1682811,Earth|Asia|Philippines|Central Luzon|Province of Tarlac,1,1
1993-77,1993-77_1703415,1703415,3,Makati City,14.5548,121.0193,ADM2,6295630|6255147|PH|NCR|1703415,Earth|Asia|Philippines|National Capital Region|Makati City,1,1
1993-77,1993-77_1699077,1699077,1,Muntinglupa,14.38333,121.05,ADM3,6295630|6255147|PH|NCR|1699077,Earth|Asia|Philippines|National Capital Region|Muntinglupa,1,1
1993-77,1993-77_1721086,1721086,3,Province of Cagayan,18,121.83333,ADM2,6295630|6255147|PH|02|1721086,Earth|Asia|Philippines|Cagayan Valley|Province of Cagayan,1,1
1993-77,1993-77_1695357,1695357,3,Province of Pangasinan,15.91667,120.33333,ADM2,6295630|6255147|PH|01|1695357,Earth|Asia|Philippines|Ilocos|Province of Pangasinan,1,1
1993-77,1993-77_1726347,1726347,3,Province of Bataan,14.66667,120.41667,ADM2,6295630|6255147|PH|03|1726347,Earth|Asia|Philippines|Central Luzon|Province of Bataan,1,1
1993-77,1993-77_1694404,1694404,1,Municipality of Pateros,14.55,121.06667,ADM3,6295630|6255147|PH|NCR|1694404,Earth|Asia|Philippines|National Capital Region|Municipality of Pateros,1,1
1993-77,1993-77_1703321,1703321,1,Malabon,14.65,120.95,ADM3,6295630|6255147|PH|NCR|1703321,Earth|Asia|Philippines|National Capital Region|Malabon,1,1
1993-77,1993-77_1694584,1694584,3,Pasig,14.58333,121.08333,ADM2,6295630|6255147|PH|NCR|1694584,Earth|Asia|Philippines|National Capital Region|Pasig,1,1
1993-77,1993-77_1697456,1697456,3,Province of Nueva Vizcaya,16.33333,121.33333,ADM2,6295630|6255147|PH|02|1697456,Earth|Asia|Philippines|Cagayan Valley|Province of Nueva Vizcaya,1,1
1993-77,1993-77_1694608,1694608,3,Pasay City,14.55,121,ADM2,6295630|6255147|PH|NCR|1694608,Earth|Asia|Philippines|National Capital Region|Pasay City,1,1
1993-77,1993-77_1697473,1697473,3,Province of Nueva Ecija,15.58333,121,ADM2,6295630|6255147|PH|03|1697473,Earth|Asia|Philippines|Central Luzon|Province of Nueva Ecija,1,1
1993-55,1993-55_7521296,7521296,4,Mimaropa,12.87014,121.13403,ADM1,6295630|6255147|PH|41,Earth|Asia|Philippines|Mimaropa,1,1
1993-55,1993-55_7521311,7521311,4,National Capital Region,14.57775,121.04599,ADM1,6295630|6255147|PH|NCR,Earth|Asia|Philippines|National Capital Region,1,1
1993-55,1993-55_7521305,7521305,4,Central Luzon,15.30714,120.79762,ADM1,6295630|6255147|PH|03,Earth|Asia|Philippines|Central Luzon,1,1
1993-55,1993-55_7521297,7521297,4,Cagayan Valley,17.65667,121.73333,ADM1,6295630|6255147|PH|02,Earth|Asia|Philippines|Cagayan Valley,1,1
1993-55,1993-55_7521301,7521301,4,Ilocos,16.97917,120.52083,ADM1,6295630|6255147|PH|01,Earth|Asia|Philippines|Ilocos,1,1
1993-55,1993-55_7521300,7521300,4,Cordillera,17.0852,121.03322,ADM1,6295630|6255147|PH|15,Earth|Asia|Philippines|Cordillera,1,1
1993-55,1993-55_7521303,7521303,4,Calabarzon,14.31,121.09,ADM1,6295630|6255147|PH|40,Earth|Asia|Philippines|Calabarzon,1,1
1993-54,1993-54_7521305,7521305,4,Central Luzon,15.30714,120.79762,ADM1,6295630|6255147|PH|03,Earth|Asia|Philippines|Central Luzon,1,1
1993-54,1993-54_7521311,7521311,4,National Capital Region,14.57775,121.04599,ADM1,6295630|6255147|PH|NCR,Earth|Asia|Philippines|National Capital Region,1,1
1993-54,1993-54_7521301,7521301,4,Ilocos,16.97917,120.52083,ADM1,6295630|6255147|PH|01,Earth|Asia|Philippines|Ilocos,1,1
1993-8,1993-8_1706474,1706474,1,Ligao,13.21697,123.51924,PPLA3,6295630|6255147|PH|05|1731616|1706476|1706474,Earth|Asia|Philippines|Bicol|Province of Albay|City of Ligao|Ligao,2,1
1993-8,1993-8_1719935,1719935,1,Camalig,13.1821,123.6543,PPLA3,6295630|6255147|PH|05|1731616|1719937|1719935,Earth|Asia|Philippines|Bicol|Province of Albay|Camalig|Camalig,2,1
1993-8,1993-8_1715507,1715507,1,Daraga,13.1483,123.7124,PPLA3,6295630|6255147|PH|05|1731616|1715509|1715507,Earth|Asia|Philippines|Bicol|Province of Albay|Municipality of Daraga|Daraga,2,1
1993-8,1993-8_1706889,1706889,1,Legazpi,13.14125,123.74073,PPLA,6295630|6255147|PH|05|1706884|1706889,Earth|Asia|Philippines|Bicol|Legaspi City|Legazpi,2,1
1993-8,1993-8_1712331,1712331,1,Guinobatan,10.06077,124.37774,PPL,6295630|6255147|PH|07|1724395|1712331,Earth|Asia|Philippines|Central Visayas|Province of Bohol|Guinobatan,2,1
1994-782,1994-782_1694008,1694008,6,Philippines,13,122,PCLI,6295630|6255147|PH,Earth|Asia|Philippines,1,1
1994-778,1994-778_1695624,1695624,1,Panay,11.53056,122.81722,ADM3,6295630|6255147|PH|06|1718641|1695624,Earth|Asia|Philippines|Western Visayas|Province of Capiz|Panay,1,1
1994-778,1994-778_1697809,1697809,2,Island of Negros,9.82646,122.90234,ISL,6295630|6255147|PH|06|1697808|1711719|1697809,Earth|Asia|Philippines|Western Visayas|Province of Negros Occidental|Himamaylan City|Island of Negros,4,2
1994-768,1994-768_6569685,6569685,3,Chartered City of Cagayan de Oro,8.46917,124.68889,ADM2,6295630|6255147|PH|10|6569685,Earth|Asia|Philippines|Northern Mindanao|Chartered City of Cagayan de Oro,1,1
1994-756,1994-756_7115731,7115731,3,Apayao,18.03359,121.1792,ADM2,6295630|6255147|PH|15|7115731,Earth|Asia|Philippines|Cordillera|Apayao,1,1
1994-756,1994-756_7115730,7115730,3,Kalinga,17.42599,121.41609,ADM2,6295630|6255147|PH|15|7115730,Earth|Asia|Philippines|Cordillera|Kalinga,1,1
1994-594,1994-594_1711004,1711004,3,Province of Iloilo,11,122.66667,ADM2,6295630|6255147|PH|06|1711004,Earth|Asia|Philippines|Western Visayas|Province of Iloilo,1,1
1994-594,1994-594_1685218,1685218,1,Surigao City,9.789,125.495,PPL,6295630|6255147|PH|13|1685215|1685218,Earth|Asia|Philippines|Caraga|Province of Surigao del Norte|Surigao City,2,1
1994-594,1994-594_1704846,1704846,1,Luzon,16,121,ISL,6295630|6255147|PH|00,Earth|Asia|Philippines|Luzon,4,1
1994-594,1994-594_1706802,1706802,1,Leyte Island,10.83267,124.83537,ISL,6295630|6255147|PH|08|1706800|1706802,Earth|Asia|Philippines|Eastern Visayas|Province of Leyte|Leyte Island,4,1
1994-594,1994-594_1729564,1729564,1,Bacolod City,10.66667,122.95,PPLA2,6295630|6255147|PH|06|1697808|1729564,Earth|Asia|Philippines|Western Visayas|Province of Negros Occidental|Bacolod City,2,1
1994-594,1994-594_1717513,1717513,1,Cebu,10.33333,123.75,ISL,6295630|6255147|PH|07|1717511|1717513,Earth|Asia|Philippines|Central Visayas|Province of Cebu|Cebu,4,1
1994-519,1994-519_1691591,1691591,3,Province of Rizal,14.58333,121.16667,ADM2,6295630|6255147|PH|40|1691591,Earth|Asia|Philippines|Calabarzon|Province of Rizal,1,1
1994-519,1994-519_1729926,1729926,3,Province of Aurora,16,121.75,ADM2,6295630|6255147|PH|03|1729926,Earth|Asia|Philippines|Central Luzon|Province of Aurora,1,1
1994-519,1994-519_1699586,1699586,3,Province of Mindoro Occidental,13,120.91667,ADM2,6295630|6255147|PH|41|1699586,Earth|Asia|Philippines|Mimaropa|Province of Mindoro Occidental,1,1
1994-519,1994-519_1699585,1699585,3,Oriental Mindoro,13.15555,121.26803,ADM2,6295630|6255147|PH|41|1699585,Earth|Asia|Philippines|Mimaropa|Oriental Mindoro,1,1
1994-519,1994-519_1717639,1717639,3,Province of Cavite,14.25,120.83333,ADM2,6295630|6255147|PH|40|1717639,Earth|Asia|Philippines|Calabarzon|Province of Cavite,1,1
1994-519,1994-519_1692194,1692194,3,Quezon,14.66667,121.5,ADM2,6295630|6255147|PH|40|1692194,Earth|Asia|Philippines|Calabarzon|Quezon,1,1
1994-519,1994-519_1726347,1726347,3,Province of Bataan,14.66667,120.41667,ADM2,6295630|6255147|PH|03|1726347,Earth|Asia|Philippines|Central Luzon|Province of Bataan,1,1
1994-519,1994-519_1708026,1708026,3,Province of Laguna,14.16667,121.33333,ADM2,6295630|6255147|PH|40|1708026,Earth|Asia|Philippines|Calabarzon|Province of Laguna,1,1
1994-519,1994-519_1726279,1726279,3,Province of Batangas,13.91667,121.08333,ADM2,6295630|6255147|PH|40|1726279,Earth|Asia|Philippines|Calabarzon|Province of Batangas,1,1
1994-519,1994-519_1723064,1723064,3,Province of Bulacan,15,121.08333,ADM2,6295630|6255147|PH|03|1723064,Earth|Asia|Philippines|Central Luzon|Province of Bulacan,1,1
1994-518,1994-518_1699590,1699590,1,Mindoro,12.9304,121.0947,ISL,6295630|6255147|PH|41|1699586|1699590,Earth|Asia|Philippines|Mimaropa|Province of Mindoro Occidental|Mindoro,4,1
1994-518,1994-518_1704846,1704846,1,Luzon,16,121,ISL,6295630|6255147|PH|00,Earth|Asia|Philippines|Luzon,4,1
1994-313,1994-313_7521305,7521305,4,Central Luzon,15.30714,120.79762,ADM1,6295630|6255147|PH|03,Earth|Asia|Philippines|Central Luzon,1,1
1994-313,1994-313_1693517,1693517,2,Mount Pinatubo,15.13597,120.35593,VLC,6295630|6255147|PH|03|1679435|1693517,Earth|Asia|Philippines|Central Luzon|Province of Zambales|Mount Pinatubo,4,2
1994-215,1994-215_1688905,1688905,1,San Nicolas,18.15,120.58333,ADM3,6295630|6255147|PH|01|1711034|1688905,Earth|Asia|Philippines|Ilocos|Province of Ilocos Norte|San Nicolas,1,1
1994-215,1994-215_1694872,1694872,1,Paoay,18.08333,120.51667,ADM3,6295630|6255147|PH|01|1711034|1694872,Earth|Asia|Philippines|Ilocos|Province of Ilocos Norte|Paoay,1,1
1994-215,1994-215_1694485,1694485,1,Pasuquin,18.36667,120.63333,ADM3,6295630|6255147|PH|01|1711034|1694485,Earth|Asia|Philippines|Ilocos|Province of Ilocos Norte|Pasuquin,1,1
1994-215,1994-215_1721086,1721086,3,Province of Cagayan,18,121.83333,ADM2,6295630|6255147|PH|02|1721086,Earth|Asia|Philippines|Cagayan Valley|Province of Cagayan,1,1
1994-211,1994-211_1693517,1693517,2,Mount Pinatubo,15.13597,120.35593,VLC,6295630|6255147|PH|03|1679435|1693517,Earth|Asia|Philippines|Central Luzon|Province of Zambales|Mount Pinatubo,4,2
1994-168,1994-168_1695848,1695848,3,Province of Pampanga,15.06667,120.66667,ADM2,6295630|6255147|PH|03|1695848,Earth|Asia|Philippines|Central Luzon|Province of Pampanga,1,1
1994-168,1994-168_1679435,1679435,3,Province of Zambales,15.33333,120.16667,ADM2,6295630|6255147|PH|03|1679435,Earth|Asia|Philippines|Central Luzon|Province of Zambales,1,1
1994-168,1994-168_1682811,1682811,3,Province of Tarlac,15.5,120.5,ADM2,6295630|6255147|PH|03|1682811,Earth|Asia|Philippines|Central Luzon|Province of Tarlac,1,1
1994-128,1994-128_7521309,7521309,4,Davao,7.54734,125.92499,ADM1,6295630|6255147|PH|11,Earth|Asia|Philippines|Davao,1,1
1994-74,1994-74_7521311,7521311,4,National Capital Region,14.57775,121.04599,ADM1,6295630|6255147|PH|NCR,Earth|Asia|Philippines|National Capital Region,1,1
1994-74,1994-74_1679435,1679435,3,Province of Zambales,15.33333,120.16667,ADM2,6295630|6255147|PH|03|1679435,Earth|Asia|Philippines|Central Luzon|Province of Zambales,1,1
1994-74,1994-74_1695848,1695848,3,Province of Pampanga,15.06667,120.66667,ADM2,6295630|6255147|PH|03|1695848,Earth|Asia|Philippines|Central Luzon|Province of Pampanga,1,1
1994-73,1994-73_1729926,1729926,3,Province of Aurora,16,121.75,ADM2,6295630|6255147|PH|03|1729926,Earth|Asia|Philippines|Central Luzon|Province of Aurora,1,1
1994-73,1994-73_1695848,1695848,3,Province of Pampanga,15.06667,120.66667,ADM2,6295630|6255147|PH|03|1695848,Earth|Asia|Philippines|Central Luzon|Province of Pampanga,1,1
1994-73,1994-73_1697473,1697473,3,Province of Nueva Ecija,15.58333,121,ADM2,6295630|6255147|PH|03|1697473,Earth|Asia|Philippines|Central Luzon|Province of Nueva Ecija,1,1
1994-73,1994-73_1682811,1682811,3,Province of Tarlac,15.5,120.5,ADM2,6295630|6255147|PH|03|1682811,Earth|Asia|Philippines|Central Luzon|Province of Tarlac,1,1
1994-73,1994-73_1679435,1679435,3,Province of Zambales,15.33333,120.16667,ADM2,6295630|6255147|PH|03|1679435,Earth|Asia|Philippines|Central Luzon|Province of Zambales,1,1
1994-73,1994-73_7521311,7521311,4,National Capital Region,14.57775,121.04599,ADM1,6295630|6255147|PH|NCR,Earth|Asia|Philippines|National Capital Region,1,1
1994-72,1994-72_1711034,1711034,3,Province of Ilocos Norte,18.16667,120.75,ADM2,6295630|6255147|PH|01|1711034,Earth|Asia|Philippines|Ilocos|Province of Ilocos Norte,1,1
1994-72,1994-72_1711032,1711032,3,Province of Ilocos Sur,17.33333,120.58333,ADM2,6295630|6255147|PH|01|1711032,Earth|Asia|Philippines|Ilocos|Province of Ilocos Sur,1,1
1994-72,1994-72_1707052,1707052,3,Province of La Union,16.5,120.41667,ADM2,6295630|6255147|PH|01|1707052,Earth|Asia|Philippines|Ilocos|Province of La Union,1,1
1994-72,1994-72_1695357,1695357,3,Province of Pangasinan,15.91667,120.33333,ADM2,6295630|6255147|PH|01|1695357,Earth|Asia|Philippines|Ilocos|Province of Pangasinan,1,1
1994-72,1994-72_1707403,1707403,3,Laoag City,18.2,120.6,ADM2,6295630|6255147|PH|01|1707403,Earth|Asia|Philippines|Ilocos|Laoag City,1,1
1994-71,1994-71_1711032,1711032,3,Province of Ilocos Sur,17.33333,120.58333,ADM2,6295630|6255147|PH|01|1711032,Earth|Asia|Philippines|Ilocos|Province of Ilocos Sur,1,1
1994-71,1994-71_1682811,1682811,3,Province of Tarlac,15.5,120.5,ADM2,6295630|6255147|PH|03|1682811,Earth|Asia|Philippines|Central Luzon|Province of Tarlac,1,1
1994-71,1994-71_1726347,1726347,3,Province of Bataan,14.66667,120.41667,ADM2,6295630|6255147|PH|03|1726347,Earth|Asia|Philippines|Central Luzon|Province of Bataan,1,1
1994-71,1994-71_1697172,1697172,3,Olongapo City,14.83333,120.26667,ADM2,6295630|6255147|PH|03|1697172,Earth|Asia|Philippines|Central Luzon|Olongapo City,1,1
1994-71,1994-71_1679435,1679435,3,Province of Zambales,15.33333,120.16667,ADM2,6295630|6255147|PH|03|1679435,Earth|Asia|Philippines|Central Luzon|Province of Zambales,1,1
1994-71,1994-71_1730738,1730738,1,Angeles City,15.14538,120.58594,ADM3,6295630|6255147|PH|03|1695848|1730738,Earth|Asia|Philippines|Central Luzon|Province of Pampanga|Angeles City,1,1
1994-71,1994-71_1723064,1723064,3,Province of Bulacan,15,121.08333,ADM2,6295630|6255147|PH|03|1723064,Earth|Asia|Philippines|Central Luzon|Province of Bulacan,1,1
1994-71,1994-71_1695848,1695848,3,Province of Pampanga,15.06667,120.66667,ADM2,6295630|6255147|PH|03|1695848,Earth|Asia|Philippines|Central Luzon|Province of Pampanga,1,1
1994-34,1994-34_1717511,1717511,3,Province of Cebu,9.33333,123.66667,ADM2,6295630|6255147|PH|07|1717511,Earth|Asia|Philippines|Central Visayas|Province of Cebu,1,1
1994-34,1994-34_1685214,1685214,3,Province of Surigao del Sur,8.66667,126,ADM2,6295630|6255147|PH|13|1685214,Earth|Asia|Philippines|Caraga|Province of Surigao del Sur,1,1
1994-34,1994-34_1697808,1697808,3,Province of Negros Occidental,10.41667,123,ADM2,6295630|6255147|PH|06|1697808,Earth|Asia|Philippines|Western Visayas|Province of Negros Occidental,1,1
1994-34,1994-34_1696177,1696177,3,Province of Palawan,10,118.75,ADM2,6295630|6255147|PH|41|1696177,Earth|Asia|Philippines|Mimaropa|Province of Palawan,1,1
1994-34,1994-34_1694008,1694008,6,Philippines,13,122,PCLI,6295630|6255147|PH,Earth|Asia|Philippines,1,1
1994-21,1994-21_1715347,1715347,3,Province of Davao del Norte,7.45099,125.81543,ADM2,6295630|6255147|PH|11|1715347,Earth|Asia|Philippines|Davao|Province of Davao del Norte,1,1
1994-10,1994-10_1696177,1696177,3,Province of Palawan,10,118.75,ADM2,6295630|6255147|PH|41|1696177,Earth|Asia|Philippines|Mimaropa|Province of Palawan,1,1
1994-10,1994-10_1731616,1731616,3,Province of Albay,13.21667,123.55,ADM2,6295630|6255147|PH|05|1731616,Earth|Asia|Philippines|Bicol|Province of Albay,1,1
1994-10,1994-10_1700902,1700902,3,Province of Marinduque,13.41667,121.95,ADM2,6295630|6255147|PH|41|1700902,Earth|Asia|Philippines|Mimaropa|Province of Marinduque,1,1
1994-10,1994-10_1685754,1685754,3,Province of Sorsogon,12.83333,123.91667,ADM2,6295630|6255147|PH|05|1685754,Earth|Asia|Philippines|Bicol|Province of Sorsogon,1,1
1995-486,1995-486_1679435,1679435,3,Province of Zambales,15.33333,120.16667,ADM2,6295630|6255147|PH|03|1679435,Earth|Asia|Philippines|Central Luzon|Province of Zambales,1,1
1995-486,1995-486_1695848,1695848,3,Province of Pampanga,15.06667,120.66667,ADM2,6295630|6255147|PH|03|1695848,Earth|Asia|Philippines|Central Luzon|Province of Pampanga,1,1
1995-486,1995-486_1682811,1682811,3,Province of Tarlac,15.5,120.5,ADM2,6295630|6255147|PH|03|1682811,Earth|Asia|Philippines|Central Luzon|Province of Tarlac,1,1
1995-472,1995-472_1693517,1693517,2,Mount Pinatubo,15.13597,120.35593,VLC,6295630|6255147|PH|03|1679435|1693517,Earth|Asia|Philippines|Central Luzon|Province of Zambales|Mount Pinatubo,4,2
1995-306,1995-306_1690649,1690649,3,Province of Samar,11.83333,125,ADM2,6295630|6255147|PH|08|1690649,Earth|Asia|Philippines|Eastern Visayas|Province of Samar,1,1
1995-306,1995-306_1685214,1685214,3,Province of Surigao del Sur,8.66667,126,ADM2,6295630|6255147|PH|13|1685214,Earth|Asia|Philippines|Caraga|Province of Surigao del Sur,1,1
1995-306,1995-306_1706800,1706800,3,Province of Leyte,10.91667,124.66667,ADM2,6295630|6255147|PH|08|1706800,Earth|Asia|Philippines|Eastern Visayas|Province of Leyte,1,1
1995-306,1995-306_1731818,1731818,3,Province of Agusan del Sur,8.5,125.83333,ADM2,6295630|6255147|PH|13|1731818,Earth|Asia|Philippines|Caraga|Province of Agusan del Sur,1,1
1995-306,1995-306_1685215,1685215,3,Province of Surigao del Norte,9.66667,125.63333,ADM2,6295630|6255147|PH|13|1685215,Earth|Asia|Philippines|Caraga|Province of Surigao del Norte,1,1
1995-306,1995-306_1731819,1731819,3,Province of Agusan del Norte,9.16667,125.5,ADM2,6295630|6255147|PH|13|1731819,Earth|Asia|Philippines|Caraga|Province of Agusan del Norte,1,1
1995-304,1995-304_1697456,1697456,3,Province of Nueva Vizcaya,16.33333,121.33333,ADM2,6295630|6255147|PH|02|1697456,Earth|Asia|Philippines|Cagayan Valley|Province of Nueva Vizcaya,1,1
1995-304,1995-304_1729926,1729926,3,Province of Aurora,16,121.75,ADM2,6295630|6255147|PH|03|1729926,Earth|Asia|Philippines|Central Luzon|Province of Aurora,1,1
1995-304,1995-304_1710515,1710515,3,Province of Isabela,17,122,ADM2,6295630|6255147|PH|02|1710515,Earth|Asia|Philippines|Cagayan Valley|Province of Isabela,1,1
1995-304,1995-304_1691975,1691975,3,Province of Quirino,16.28333,121.58333,ADM2,6295630|6255147|PH|02|1691975,Earth|Asia|Philippines|Cagayan Valley|Province of Quirino,1,1
1995-304,1995-304_7521297,7521297,4,Cagayan Valley,17.65667,121.73333,ADM1,6295630|6255147|PH|02,Earth|Asia|Philippines|Cagayan Valley,1,1
1995-291,1995-291_1715348,1715348,1,Davao City,7.07306,125.61278,PPLA,6295630|6255147|PH|11|1715348,Earth|Asia|Philippines|Davao|Davao City,2,1
1995-290,1995-290_1717952,1717952,3,Province of Catanduanes,13.83333,124.25,ADM2,6295630|6255147|PH|05|1717952,Earth|Asia|Philippines|Bicol|Province of Catanduanes,1,1
1995-290,1995-290_1731616,1731616,3,Province of Albay,13.21667,123.55,ADM2,6295630|6255147|PH|05|1731616,Earth|Asia|Philippines|Bicol|Province of Albay,1,1
1995-290,1995-290_1685754,1685754,3,Province of Sorsogon,12.83333,123.91667,ADM2,6295630|6255147|PH|05|1685754,Earth|Asia|Philippines|Bicol|Province of Sorsogon,1,1
1995-282,1995-282_1697808,1697808,3,Province of Negros Occidental,10.41667,123,ADM2,6295630|6255147|PH|06|1697808,Earth|Asia|Philippines|Western Visayas|Province of Negros Occidental,1,1
1995-272,1995-272_1696177,1696177,3,Province of Palawan,10,118.75,ADM2,6295630|6255147|PH|41|1696177,Earth|Asia|Philippines|Mimaropa|Province of Palawan,1,1
1995-272,1995-272_1690649,1690649,3,Province of Samar,11.83333,125,ADM2,6295630|6255147|PH|08|1690649,Earth|Asia|Philippines|Eastern Visayas|Province of Samar,1,1
1995-272,1995-272_1706800,1706800,3,Province of Leyte,10.91667,124.66667,ADM2,6295630|6255147|PH|08|1706800,Earth|Asia|Philippines|Eastern Visayas|Province of Leyte,1,1
1995-272,1995-272_1695623,1695623,2,Panay,11.41831,122.37401,ISL,6295630|6255147|PH|06|1695623,Earth|Asia|Philippines|Western Visayas|Panay,4,2
1995-272,1995-272_7521306,7521306,4,Central Visayas,9.91072,123.61442,ADM1,6295630|6255147|PH|07,Earth|Asia|Philippines|Central Visayas,1,1
1995-271,1995-271_1720475,1720475,1,Calauag,14.01667,122.31667,ADM3,6295630|6255147|PH|40|1692194|1720475,Earth|Asia|Philippines|Calabarzon|Quezon|Calauag,1,1
1995-271,1995-271_1679788,1679788,2,Visayas,11,123.5,ISLS,6295630|6255147|PH|00,Earth|Asia|Philippines|Visayas,4,2
1995-271,1995-271_1704846,1704846,2,Luzon,16,121,ISL,6295630|6255147|PH|00,Earth|Asia|Philippines|Luzon,4,2
1995-247,1995-247_1726279,1726279,3,Province of Batangas,13.91667,121.08333,ADM2,6295630|6255147|PH|40|1726279,Earth|Asia|Philippines|Calabarzon|Province of Batangas,1,1
1995-247,1995-247_1723064,1723064,3,Province of Bulacan,15,121.08333,ADM2,6295630|6255147|PH|03|1723064,Earth|Asia|Philippines|Central Luzon|Province of Bulacan,1,1
1995-247,1995-247_7521311,7521311,4,National Capital Region,14.57775,121.04599,ADM1,6295630|6255147|PH|NCR,Earth|Asia|Philippines|National Capital Region,1,1
1995-247,1995-247_1717639,1717639,3,Province of Cavite,14.25,120.83333,ADM2,6295630|6255147|PH|40|1717639,Earth|Asia|Philippines|Calabarzon|Province of Cavite,1,1
1995-247,1995-247_1731616,1731616,3,Province of Albay,13.21667,123.55,ADM2,6295630|6255147|PH|05|1731616,Earth|Asia|Philippines|Bicol|Province of Albay,1,1
1995-247,1995-247_1723105,1723105,3,Province of Bukidnon,8,125,ADM2,6295630|6255147|PH|10|1723105,Earth|Asia|Philippines|Northern Mindanao|Province of Bukidnon,1,1
1995-247,1995-247_1708026,1708026,3,Province of Laguna,14.16667,121.33333,ADM2,6295630|6255147|PH|40|1708026,Earth|Asia|Philippines|Calabarzon|Province of Laguna,1,1
1995-247,1995-247_1700902,1700902,3,Province of Marinduque,13.41667,121.95,ADM2,6295630|6255147|PH|41|1700902,Earth|Asia|Philippines|Mimaropa|Province of Marinduque,1,1
1995-247,1995-247_1717511,1717511,3,Province of Cebu,9.33333,123.66667,ADM2,6295630|6255147|PH|07|1717511,Earth|Asia|Philippines|Central Visayas|Province of Cebu,1,1
1995-247,1995-247_1706800,1706800,3,Province of Leyte,10.91667,124.66667,ADM2,6295630|6255147|PH|08|1706800,Earth|Asia|Philippines|Eastern Visayas|Province of Leyte,1,1
1995-247,1995-247_1686065,1686065,3,Province of Siquijor,9.18333,123.56667,ADM2,6295630|6255147|PH|07|1686065,Earth|Asia|Philippines|Central Visayas|Province of Siquijor,1,1
1995-247,1995-247_1730491,1730491,3,Province of Antique,11.16667,122.08333,ADM2,6295630|6255147|PH|06|1730491,Earth|Asia|Philippines|Western Visayas|Province of Antique,1,1
1995-247,1995-247_1692194,1692194,3,Quezon,14.66667,121.5,ADM2,6295630|6255147|PH|40|1692194,Earth|Asia|Philippines|Calabarzon|Quezon,1,1
1995-247,1995-247_1695357,1695357,3,Province of Pangasinan,15.91667,120.33333,ADM2,6295630|6255147|PH|01|1695357,Earth|Asia|Philippines|Ilocos|Province of Pangasinan,1,1
1995-247,1995-247_1695848,1695848,3,Province of Pampanga,15.06667,120.66667,ADM2,6295630|6255147|PH|03|1695848,Earth|Asia|Philippines|Central Luzon|Province of Pampanga,1,1
1995-209,1995-209_1685377,1685377,3,Province of Sultan Kudarat,6.55,124.28333,ADM2,6295630|6255147|PH|12|1685377,Earth|Asia|Philippines|Soccsksargen|Province of Sultan Kudarat,1,1
1995-209,1995-209_1685731,1685731,3,Province of South Cotabato,6.25218,125.0006,ADM2,6295630|6255147|PH|12|1685731,Earth|Asia|Philippines|Soccsksargen|Province of South Cotabato,1,1
