disaster_id,year,event_name,location,disaster_group,disaster_subgroup,disaster_type,disaster_subtype,disaster_subsubtype,associated_disaster,associated_disaster2,country_name,country_iso3,start_isodate,end_isodate,no_killed,no_injured,no_affected,no_homeless,total_affected,total_dam_usd
2011-564,2011,Taal volcano,"Talisay, San Nicholas, Balete",Natural,Geophysical,Volcano,Volcanic eruption,,,,Philippines,PHL,2011-3-17,2011-4-18 ,0,0,1315,0,1315,0
2011-563,2011,Cholera,Palawan,Natural,Biological,Epidemic,Bacterial Infectious Diseases,,,,Philippines,PHL,2011-3-1,2011-4-18 ,20,0,563,0,563,0
2011-562,2011,,"EB Magalona, Victorias city",Natural,Hydrological,Flood,Flash flood,,,,Philippines,PHL,2011-5-5,2011-5-5 ,0,0,30858,0,30858,0
2011-555,2011,Typhoon Chedeng (Songda),"Taguig city (NCR); Isabela (Region II - Cagayan valley); Albay, Camarines Norte, Camarines Sur, Catanduanes, Sorsogon (Region V - Bicol region); Zamboanga del Sur (Region IX - Zamboanga Peninsula ); Bukidnon (Region X - Northern Mindanao); Compostela vall",Natural,Meteorological,Storm,Tropical cyclone,,Flood,,Philippines,PHL,2011-5-20,2011-5-29 ,0,0,446907,0,446907,451755.52
2011-545,2011,Dengue,"Cavite, Laguna, Batangas, Rizal, Quezon provinces",Natural,Biological,Epidemic,Viral Infectious Diseases,,,,Philippines,PHL,2011-1-1,2011-8,33,0,6778,0,6778,0
2011-542,2011,,"Casigurab, Dilasag (Aurora, Region III); Isabela, Cagayan (Region II); Region III",Natural,Hydrological,Flood,General flood,,,,Philippines,PHL,2011-12-21,2011-12-21 ,10,0,39520,0,39520,0
2011-540,2011,,"Catanduanes (Region V - Bicol); Aklan, Capiz, Negros Occidental (Region VI - Western Visayas); Cebu (Region VII - Central Visayas); Leyte, Southern Leyte (Region VIII- Eastern Visayas); Bukidnon (Region X - Northern Mindanao); Compostela valley, Davao del",Natural,Hydrological,Flood,General flood,,,,Philippines,PHL,2011-12-25,2011-12-28 ,12,9,171800,0,171809,0
2011-519,2011,Tropical storm Washi (Sendong),"Cagayan de Oro (Mindanao); Negros Oriental, Czbu (Region VII); Zamboanga del Norte (Region IX); Misamis Oriental, Lanao del Norte, Bukidnon (Region X); Compostela Valley (Region XI); Surigao del Sur (Caraga); Lanao del Sur (ARMM)",Natural,Meteorological,Storm,Tropical cyclone,,Flood,Landslide / Mudslide,Philippines,PHL,2011-12-15,2011-12-18 ,1439,6071,1144229,0,1150300,39915901.79
2011-469,2011,,"Carmen, Braulio Dujali (Davao del Norte)",Natural,Hydrological,Flood,Flash flood,,,,Philippines,PHL,2011-11-9,2011-11-14 ,0,0,8610,0,8610,187495310.85
2011-468,2011,,"Cagayan, Isabela (Region II); Aurora (Region III); Capiz (Region VI); Aklan",Natural,Hydrological,Flood,General flood,,Landslide / Mudslide,,Philippines,PHL,2011-11-14,2011-11-17 ,5,13,16178,0,16191,191812.67
2011-445,2011,,"Valencia (Bukidnon, Mindano Isl.)",Natural,Geophysical,Earthquake (seismic activity),Earthquake (ground shaking),,,,Philippines,PHL,2011-11-7,2011-11-7 ,0,3,25,0,28,0
2011-393,2011,Diarrhoea ,"Tinoto, Massim (Sarangani province)",Natural,Biological,Epidemic,Bacterial Infectious Diseases,,,,Philippines,PHL,2011-10-11,2011-10-18 ,3,200,54,0,254,0
2011-384,2011,Tropical Storm Ramon (Banyan),"Oriental Mindoro, Romblon (Region IV-B - Mimaropa); Capiz, Iloilo, Negros Occidental (Region VI - Western Visayas); Cebu (Region VII - Central Visayas); Southern Leyte (Region VIII - Eastern Visayas); Misamis Oriental (Region X - Northern Mindanao); South",Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,2011-10-13,2011-10-13 ,11,6,75632,0,75638,0
2011-380,2011,,"Bobuntogan, Jasaan, Misamis Oriental",Natural,Hydrological,Flood,Flash flood,,,,Philippines,PHL,2011-10-7,2011-10-7 ,0,0,185,0,185,0
2011-379,2011,Typhoon Pedring (Nesat),"NCR; Ilocos Norte, Ilocos Sur, Pangasinan (Region I - Ilocos region); Cagayan, Isabela, Nueva Vizcaya, Quirino (Region II - Cagayan Valley); Aurora, Bataan, Bulacan, Nueva Ecija, Pampanga, Tarlac, Zambales (Region III - Central Luzon); Batangas, Cavite, L",Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,2011-9-24,2011-9-24 ,103,91,3030755,0,3030846,360747220.89
2011-378,2011,Typhoon Quiel (Nalgae),"Ilocos Sur, La Union, Pangasinan (Region I - ILOCOS Region); Cagayan, Isabela, Nueva Vizcaya, Quirino (Region II - Cagayan Valley); Aurora, Bulacan, Nueva Ecija, Pampanga, Tarlac, Zambales (Region III - Central Luzon); Apayao, Benguet, Ifugao, Kalinga, Mo",Natural,Meteorological,Storm,Tropical cyclone,,Landslide / Mudslide,,Philippines,PHL,2011-10-1,2011-10-1 ,25,12,1113763,0,1113775,2782855.92
2011-367,2011,,Polomolok (Soith Cotabato),Natural,Hydrological,Flood,Flash flood,,,,Philippines,PHL,2011-9-19,2011-9-19 ,0,0,274,0,274,120538.02
2011-341,2011,Typhoon Mina (Nanmadol),"Quezon city (NCR); Pangasinan, Ilocos Norte, Ilocos Sur (Region I); Zambales, Bulacan (Region III); Iloilo (Region IV); Benguet, Abra, Mt Province (CAR); Catanduanes (REhion IV); Zambagua del Sur (Rehion IX)",Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,2011-8-27,2011-8-29 ,43,37,403193,0,403230,36111093.13
2011-305,2011,,Subic (Zambales); Mindoro; Zamboanga del Norte,Natural,Hydrological,Mass movement wet,Landslide,,,,Philippines,PHL,2011-8-5,2011-8-5 ,0,0,310,0,310,0
2011-301,2011,,"Jaro, Manduriao, Arevalo districts (Iloilo city)",Natural,Hydrological,Flood,General flood,,,,Philippines,PHL,2011-8-5,2011-8-5 ,0,0,2060,0,2060,0
2011-279,2011,Typhoon \'Kabayan\' (Muifa),"Mandaluyong, Marikina, Quezon, San Juan cities (NCR); Japalit (Pampanga), Paniqui (Tarlac) - Region III; Calatagan, Malvar (Batangas), Antopolo city, Rodriguez, San Mateo (Rizal) - Region IV",Natural,Meteorological,Storm,Tropical cyclone,,Flood,Landslide / Mudslide,Philippines,PHL,2011-8-2,2011-8-2 ,11,5,8418,0,8423,61841.24
2011-272,2011,Topical storm Juaning (Nock-ten),"La Pinas (NCR); Nueva Ecija (Region III); Cavite, Quezon (Region IV-A); Marinduque (Region IV-B); Albay, Catanduanes, Camarines Sur, Camarinas Norte, Sorsogon, Masbate (Region V); Iloilo (Region IV); Siquijor (Region VII); Leyte (Region VIII); Ifugao (CAR",Natural,Meteorological,Storm,Tropical cyclone,,Flood,Landslide / Mudslide,Philippines,PHL,2011-7-26,2011-7-27 ,84,53,1108171,0,1108224,66304293.77
2011-244,2011,,Bukkidnon (Mindanao Isl.),Natural,Hydrological,Mass movement wet,Landslide,,,,Philippines,PHL,2011-7-4,2011-7-4 ,5,5,0,0,5,0
2011-231,2011,Topical storm \'Meari\' (Falcon),"NCR; Pangasinan (REgion I - Ilocos Norte); Bataan, Bulacan, Nueva Ecija, Pampanga, Tarlac, Zambales (Region III - Central Luzon); Batangas, Cavite, Rizal (Region IV-A - Calabarzon); Albay, Camarines Sur (Region V - Bicol Region)",Natural,Meteorological,Storm,Tropical cyclone,,Flood,Landslide / Mudslide,Philippines,PHL,2011-6-21,2011-6-25 ,20,4,1700085,0,1700089,13488728.01
2011-221,2011,,Davao city (Mindanao),Natural,Hydrological,Flood,Flash flood,,,,Philippines,PHL,2011-6-28,2011-6-29 ,31,0,121005,0,121005,263087.32
2011-204,2011,,"Bukidnon, Compostela Valley, Davao sel Sur, North Cotabato, Sultan Kudarat, Maguindanao provinces",Natural,Hydrological,Flood,General flood,,Landslide / Mudslide,,Philippines,PHL,2011-5-31,2011-6-19 ,12,3,944778,0,944781,11179638.9
2011-203,2011,Tropical storm \'Dodong\' (Sarika),"Region IV-A, IV-B, III, NCR",Natural,Meteorological,Storm,Tropical cyclone,,Flood,Landslide / Mudslide,Philippines,PHL,2011-6-9,2011-6-10 ,9,1,1151,0,1152,0
2011-157,2011,Typhoon Bebeng (Aere),"NCR; Bulacan, Zambales (Region III); Albay, Camarines Norte, Camarines Sur, Masbate, Sorsogon (Region V); Cebu (Region VII); Eastern Samar, Leyte, Northern Samar, Western Samar (Region VIII)",Natural,Meteorological,Storm,Tropical cyclone,,Flood,Landslide / Mudslide,Philippines,PHL,2011-5-8,2011-5-11 ,37,11,430081,0,430092,32764328.92
2011-141,2011,,"Panganason-B., Kingking, Pantukan, Compostela Valley province (Mindanao)",Natural,Hydrological,Mass movement wet,Landslide,,,,Philippines,PHL,2011-4-22,2011-4-22 ,24,14,560,0,574,0
2011-101,2011,Bulusan,"Irosin, Julan, Bulan",Natural,Geophysical,Volcano,Volcanic eruption,,,,Philippines,PHL,2011-2-21,2011-2-21 ,0,0,32616,0,32616,0
2011-87,2011,,"Bohol (Central Visayas), Biliran, Esatern samar, Leyte, Northern Samar, Western Samar, Southern Leyte (Eastern Visayas), Lanao del Norte, Misamis Oriental (Northern Mindanao), South Cotabato (Soccsksargen), Surigao del Sur (Caraga)",Natural,Hydrological,Flood,General flood,,Landslide / Mudslide,Winds and Rains,Philippines,PHL,2011-3-14,2011-3-18 ,16,1,241776,0,241777,293483.86
2011-44,2011,,"Jolo, Mindanao",Natural,Hydrological,Flood,General flood,,,,Philippines,PHL,2011-2-1,2011-2-4 ,11,0,2000,0,2000,0
2011-21,2011,,"Southern Leyte (Eastern Visayas, Region VIII); Camiguin, Misamis Occidental, Misamis Oriental (Northern Mindanao, Region X); Compostela Valley (Davao region, Region XI); Agusan del Norte, Agusan del Sur, Dinagat Isl., Surigao del Norte, Surigao del Sur Ma",Natural,Hydrological,Flood,General flood,,Landslide / Mudslide,,Philippines,PHL,2011-1-25,2011-2-7 ,23,164,638254,0,638418,13008672.26
2012-602,2012,,Mindanao,Natural,Hydrological,Flood,General flood,,,,Philippines,PHL,2012-6-12,2012-6-13 ,29,2,0,30927,30929,1002189.09
2012-540,2012,Tropical storm Wukong (Quinta),Mimaropa (Region IV-B); Bicol (Region V); Western Visayas (Region VI); CEntral Visayas (REgion VII); Eastern Visayas (REgion VIII),Natural,Meteorological,Storm,Tropical cyclone,,Flood,Surge,Philippines,PHL,2012-12-25,2012-12-27 ,24,3,241603,0,241606,5538096.92
2012-500,2012,Typhoon Bopha,"Davao Oriental, Compostela Valley",Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,2012-12-4,2012-12-4 ,1901,2666,6243998,0,6246664,900318574.05
2012-463,2012,Tropical Storm Marce (Gaemi),"Zambales (Region III), Occidental Mindoro (Region IV-B)",Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,2012-10-3,2012-10-3 ,0,0,322,0,322,0
2012-434,2012,Typhoon Karen,"NCR, Region III",Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,2012-9-13,2012-9-14 ,1,0,1234,0,1234,0
2012-431,2012,,Guiuan (Eastern Samar),Natural,Geophysical,Earthquake (seismic activity),Earthquake (ground shaking),,,,Philippines,PHL,2012-8-31,2012-8-31 ,1,10,28869,0,28879,3251101.41
2012-406,2012,Typhoon Son Tinh (Ofel),,Natural,Meteorological,Storm,Tropical cyclone,,Landslide / Mudslide,Flood,Philippines,PHL,2012-10-25,2012-10-25 ,36,19,108021,0,108040,1341931.19
2012-396,2012,,,Natural,Hydrological,Flood,General flood,,,,Philippines,PHL,2012-3-27,2012-3-27 ,11,0,0,4835,4835,2004378.18
2012-374,2012,Typhoon Lawin (Jelawat),Muntinlupa city (BRC); Zamboanga del Norte,Natural,Meteorological,Storm,Tropical cyclone,,Flood,,Philippines,PHL,2012-9-21,2012-9-24 ,4,0,7921,0,7921,0
2012-321,2012,,"Valencia, Maramag (Mindanao Island)",Natural,Geophysical,Earthquake (seismic activity),Earthquake (ground shaking),,,,Philippines,PHL,2012-9-4,2012-9-4 ,0,1,4000,0,4001,0
2012-296,2012,Typhoon Igme (Tembin),La Union (Region I),Natural,Meteorological,Storm,Tropical cyclone,,Flood,,Philippines,PHL,2012-8-20,2012-8-21 ,11,1,5606,0,5607,99216.72
2012-294,2012,TYphoon Kai-Tak,,Natural,Meteorological,Storm,Tropical cyclone,,,,Philippines,PHL,2012-8-17,2012-8-17 ,4,0,0,0,0,3006567.27
2012-272,2012,,"Manilla; NCR; Ilocos Sur, La Union, Pangasinan (Region I, Ilocos Region); Bataan, Bulacan, Nueva Ecija, Pampanga, Tarlac, Zambales (Region III, Central Luzon); Batangas, Cavite, Laguna, Rizal (Region IV-A, Calabarzon); Occidental Mindoro, Oriental Mindoro",Natural,Hydrological,Flood,General flood,,,,Philippines,PHL,2012-8-6,2012-8-8 ,112,14,4451711,0,4451725,72488336.93
2012-260,2012,Tropical storm Gener (Saola),"ICR; Locos Sur, Pangasinan (Region I - Ilocos region); Cagayan (REgion II - Cagayan Valley); Bataan, Bulacan, Nueva Ecija, Pampanga, Tarlac (Region III - Central Luzon; Batangas, Cavite, Laguna, Zal Region IV-A - Calabarzon); Occidental Mindoro (Region IV",Natural,Meteorological,Storm,Tropical cyclone,,Flood,,Philippines,PHL,2012-7-31,2012-8-7 ,58,35,949051,0,949086,9842499.06
2012-201,2012,Cholera,"Catanduanes, Camarines Sur, Sorsogon, Albay, Camarines Norte, Masbate provinces (Bicol)",Natural,Biological,Epidemic,Bacterial Infectious Diseases,,,,Philippines,PHL,2012-1,2012-7,30,0,3158,0,3158,0
2012-172,2012,,"Glan (Sarangani province); North Cotabato, Maguindanao, Sultan Kudarat provinces",Natural,Hydrological,Flood,Flash flood,,,,Philippines,PHL,2012-6-9,2012-6-12 ,1,0,700,0,700,0
2012-171,2012,,Kalamansig (Sultan Kudarat),Natural,Hydrological,Flood,Flash flood,,,,Philippines,PHL,2012-6-11,2012-6-11 ,0,0,12300,0,12300,0
2012-78,2012,,Lambayong (Sultan Kudarat); Agusan del Norte province; Suragao del Norte province,Natural,Hydrological,Flood,General flood,,,,Philippines,PHL,2012-2-20,2012-2-27 ,0,0,25000,0,25000,0
2012-42,2012,,"Agusan del Norte, Jabonga (Caraga); Lanao del Norte, kauswagan (Region X); Lanao del Norte, Bacolod (Region X)",Natural,Hydrological,Flood,General flood,,,,Philippines,PHL,2012-2-14,2012-2-16 ,0,0,569,0,569,0
2012-31,2012,,Tayasan (Negros Oriental),Natural,Geophysical,Earthquake (seismic activity),Earthquake (ground shaking),,Landslide / Mudslide,,Philippines,PHL,2012-2-6,2012-2-6 ,113,112,320165,0,320277,8919482.91
2012-9,2012,,"Agusan del Sur, Suragao del Sur (Caraga, Region XIII); Leyte (East Visayas, Region VIII); Region IV-B; Compostela Valley Province Davao del Norte (Region XI); Negros Occidental (W. Visayas, Region VI)",Natural,Hydrological,Flood,General flood,,,,Philippines,PHL,2012-1-17,2012-1-17 ,4,0,88570,0,88570,0
2012-2,2012,,"Napnapan village, Pantukan (Compostela valley)",Natural,Hydrological,Mass movement wet,Landslide,,,,Philippines,PHL,2012-1-5,2012-1-5 ,75,16,7,0,23,0
